Scenario_ID,Apartment_Area_m2,Rooms,Bathrooms,Master_Bathrooms,Balconies,Receptions,Finishing_Level,Reception_Area_m2,Bedroom_Area_m2,Paintable_Area_m2,Paints_Quality,Electrical_Basic_Quality,Flooring_Quality,Sanitary_Quality,Doors_Quality,Ceilings_Quality,Electrical_Finishing_Quality,Plumbing_Quality,Include_Reception_Ceiling_Upgrade,Include_Reception_Chandelier,Include_Master_Bathroom_Upgrade,Plumbing_System,Ceilings_Cost,Doors_Cost,Electrical_Basic_Cost,Electrical_Finishing_Cost,Flooring_Cost,Paints_Cost,Plumbing_Cost,Sanitary_Cost,Labor_Cost,Auxiliary_Cost,Total_Finishing_Cost_EGP
S000901,116.4,3,2,1,3,1,Medium,40.7,75.7,349.2,Medium,High,High,Medium,Medium,Medium,Medium,Medium,False,True,False,PVC Pipes,11074.166666666668,44928.0,35363.64,5026.0,61073.8,1954.250181818182,1660.0,19520.0,45810.0,25934.0,252343.86
S000902,101.6,2,1,1,1,1,Low,35.6,66.0,304.8,Medium,Low,Low,Medium,Low,Medium,Low,Low,False,False,False,PPR Pipes,9807.222222222223,21284.0,25760.055999999997,1600.0,53099.600000000006,7577.328000000001,900.0,9518.0,43152.0,18964.0,191662.21
S000903,50.8,1,1,1,0,1,Medium,17.8,33.0,152.4,Medium,High,Medium,Medium,Medium,Low,Medium,Medium,False,False,False,PVC Pipes,3280.8333333333335,15288.0,14314.98,2132.0,22059.4,852.8858181818182,830.0,9631.0,20870.0,11598.0,100857.1
S000904,112.4,3,1,1,2,1,Medium,39.3,73.1,337.2,High,High,Medium,Medium,Medium,Medium,Medium,Medium,False,True,False,PVC Pipes,9952.083333333334,40191.0,32711.308000000005,5016.0,53436.7,13130.568,720.0,9168.0,40210.0,22994.0,227529.66
S000905,222.5,5,3,1,1,1,Medium,77.9,144.6,667.5,Medium,Medium,Low,Medium,Medium,High,Low,Medium,True,True,True,PVC Pipes,98417.50000000001,43457.0,61419.575,4848.0,66633.8,18796.800000000003,2550.0,34529.0,81887.5,47762.5,460301.68
S000906,119.4,3,1,1,1,1,High,41.8,77.6,358.2,High,High,Medium,Medium,High,Medium,High,High,True,True,True,PVC Pipes,41954.79166666667,37556.0,34604.31,5822.0,64804.399999999994,16391.232,910.0,16442.0,42135.0,24289.0,284908.73
S000907,141.2,3,1,1,2,1,Medium,49.4,91.8,423.6,Medium,Medium,Medium,Medium,Low,Low,Medium,Medium,False,True,True,PVC Pipes,10001.666666666666,35080.0,39953.043999999994,5035.0,67414.4,10344.312000000002,850.0,16164.0,48130.0,28322.0,261294.42
S000908,68.2,2,1,1,0,1,Medium,23.9,44.3,204.6,Medium,Medium,Low,Medium,Low,High,Medium,High,False,False,False,PVC Pipes,7056.805555555556,19314.0,18828.422,2856.0,25939.8,5626.5,970.0,10164.0,26855.0,14817.0,132427.53
S000909,91.2,2,1,1,0,1,Medium,31.9,59.3,273.6,High,Medium,Medium,Medium,Medium,High,Medium,High,True,False,True,PVC Pipes,37470.0,20517.0,24400.384,2840.0,36884.299999999996,9991.872000000001,960.0,13370.0,33180.0,19072.0,198685.56
S000910,109.9,2,1,1,1,1,Medium,38.5,71.4,329.7,Medium,Medium,Medium,High,Low,Medium,Medium,Medium,True,False,True,PVC Pipes,40926.90972222222,24821.0,30415.963000000003,2848.0,48058.5,8196.342,850.0,20842.0,38322.5,22531.5,237812.71
S000911,160.4,4,1,1,1,1,High,56.1,104.3,481.2,High,Medium,High,High,High,Medium,High,Medium,True,True,True,PVC Pipes,58648.333333333336,42374.0,44256.212,6797.0,59761.9,21807.984,860.0,18286.0,54610.0,31874.0,339275.43
S000912,156.8,4,2,1,2,1,Low,54.9,101.9,470.4,Low,Low,Medium,Low,Low,Low,Medium,Low,False,False,True,PPR Pipes,12576.666666666668,39455.0,41660.096,4288.0,58487.7,2447.7905454545453,2460.0,21134.0,69096.0,30272.0,281877.25
S000913,146.0,4,2,1,1,1,Medium,51.1,94.9,438.0,Low,Medium,Medium,High,Medium,Medium,Medium,Medium,False,False,True,PVC Pipes,14346.527777777777,38182.0,40930.3,4280.0,82066.6,1935.1636363636364,1480.0,33940.0,55150.0,31410.0,303720.59
S000914,213.0,5,3,1,3,1,Medium,74.6,138.4,639.0,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,False,False,False,PVC Pipes,20042.708333333336,58352.0,59497.75,4996.0,83770.0,13636.260000000002,2310.0,28095.0,79275.0,46005.0,395979.72
S000915,190.8,5,3,1,3,1,Low,66.8,124.0,572.4,Low,Low,Low,Medium,Low,Low,Low,Low,False,False,False,PPR Pipes,12985.0,44439.0,47838.404,3492.0,86091.6,3147.1592727272728,3870.0,32232.0,86526.0,38082.0,358703.16
S000916,198.9,5,3,1,1,2,Medium,69.6,129.3,596.7,Medium,High,Medium,Medium,High,Low,Medium,Low,False,False,True,PPR Pipes,15193.75,49001.0,60131.953,6412.0,92562.0,3397.935272727273,2700.0,39985.0,76597.5,43396.5,389377.64
S000917,70.2,2,1,1,1,1,Medium,24.6,45.6,210.6,Medium,Medium,Low,Medium,High,Medium,Medium,Low,True,False,True,PPR Pipes,24080.208333333336,30153.0,19733.92,2856.0,29332.199999999997,5930.496000000001,1290.0,16285.0,27405.0,15187.0,172252.82
S000918,103.7,2,1,1,0,1,Medium,36.3,67.4,311.1,Medium,Medium,Medium,Low,High,Medium,High,Low,False,False,True,PPR Pipes,9973.923611111113,21312.0,28503.896,2840.0,35072.8,8760.576000000001,1200.0,10769.0,36617.5,21384.5,176434.2
S000919,98.9,2,1,1,1,1,Medium,34.6,64.3,296.7,Medium,Medium,Medium,Medium,High,Low,Medium,High,False,False,False,PVC Pipes,6421.631944444444,31214.0,27457.355000000003,2864.0,28082.800000000003,7506.51,990.0,8636.0,35297.5,20496.5,168966.3
S000920,119.6,3,1,1,1,1,Low,41.9,77.7,358.8,Medium,Low,Low,Low,Low,Medium,Low,Low,False,False,False,PPR Pipes,11170.972222222223,25924.0,32349.467999999997,2816.0,41022.6,2078.4305454545456,990.0,8063.0,50562.0,21934.0,196910.47
S000921,71.2,2,1,1,0,1,Low,24.9,46.3,213.6,Low,Medium,Medium,Low,Low,Low,Low,Medium,False,False,True,PVC Pipes,5587.222222222223,18573.0,19852.824,1936.0,27739.5,859.8370909090909,770.0,10802.0,32664.0,13948.0,132732.38
S000922,178.4,4,1,1,1,1,Medium,62.4,116.0,535.2,Medium,Medium,Medium,Low,Medium,High,Medium,Low,False,False,False,PPR Pipes,21556.666666666668,38428.0,49558.2,4272.0,97946.4,12009.888000000003,930.0,6930.0,59560.0,35204.0,326395.15
S000923,115.6,3,2,1,2,1,Medium,40.5,75.1,346.8,Medium,Low,High,Medium,Medium,High,Medium,Medium,False,False,False,PVC Pipes,13526.805555555555,39849.0,29483.136,3548.0,48567.4,9994.776000000002,1620.0,18162.0,45590.0,25786.0,236127.12
S000924,106.7,3,1,1,2,1,Medium,37.3,69.4,320.1,Medium,High,High,High,Medium,Medium,Medium,Medium,True,False,True,PVC Pipes,38008.26388888888,38024.0,32585.377,3564.0,45133.8,9788.658000000001,720.0,19409.0,38642.5,21939.5,247815.1
S000925,63.9,2,1,1,2,1,Low,22.4,41.5,191.7,Medium,Medium,Low,Low,Low,Medium,Low,Low,False,False,False,PPR Pipes,6101.5625,26523.0,17767.581,1712.0,27305.6,4428.2699999999995,1170.0,8894.0,30145.5,12743.5,136791.01
S000926,77.2,2,1,1,2,1,Medium,27.0,50.2,231.6,Low,Medium,High,Medium,Low,Medium,Medium,Medium,True,False,False,PVC Pipes,27669.444444444445,28868.0,21739.703999999998,2856.0,37278.8,795.8618181818183,820.0,9452.0,29330.0,16482.0,175291.81
S000927,67.5,2,1,1,1,1,Medium,23.6,43.9,202.5,High,Medium,Medium,Medium,Medium,High,Medium,Medium,True,False,False,PVC Pipes,30599.6875,26375.0,18700.199999999997,2848.0,28874.0,7707.150000000001,730.0,9032.0,26662.5,14687.5,166216.04
S000928,152.5,4,2,1,1,1,High,53.4,99.1,457.5,High,Medium,High,High,Medium,High,Medium,High,True,True,True,PVC Pipes,66423.61111111111,38162.0,42435.5,5682.0,73343.9,22042.350000000002,1780.0,30072.0,56937.5,32612.5,369491.36
S000929,128.9,3,2,1,0,1,Medium,45.1,83.8,386.7,High,Low,Low,Medium,Medium,Medium,Medium,Medium,True,False,True,PVC Pipes,46168.71527777778,25931.0,33115.18,3548.0,40631.0,15823.764,1720.0,23527.0,49247.5,28246.5,267958.66
S000930,115.5,3,1,1,1,1,Medium,40.4,75.1,346.5,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,True,False,True,PVC Pipes,40758.75,31416.0,31675.155,3540.0,49735.6,11129.58,790.0,16014.0,41062.5,23567.5,249689.08
S000931,89.3,2,1,1,2,1,Medium,31.3,58.0,267.9,Medium,Medium,Medium,High,Medium,Low,Medium,Medium,True,False,True,PVC Pipes,25700.625,35713.0,24799.860999999997,2840.0,31283.4,7956.63,720.0,21089.0,32657.5,18720.5,201480.52
S000932,111.3,3,2,1,1,1,Medium,39.0,72.3,333.9,Medium,Medium,Medium,Medium,Low,Medium,High,Medium,False,False,True,PVC Pipes,9738.75,25758.0,31561.464,3564.0,54046.5,10651.41,1460.0,22904.0,44407.5,24990.5,229082.12
S000933,120.8,3,2,1,1,1,High,42.3,78.5,362.4,Medium,Medium,Medium,Medium,High,Medium,High,Medium,True,True,True,PVC Pipes,41236.944444444445,35093.0,33755.792,5999.0,61567.6,10045.728,1540.0,21845.0,47020.0,26748.0,284851.06
S000934,183.1,4,2,1,2,1,Low,64.1,119.0,549.3,Low,Medium,Low,Low,Low,Medium,Low,Medium,False,False,False,PVC Pipes,17992.118055555555,40041.0,51273.95599999999,1888.0,78335.7,2750.494909090909,1640.0,17308.0,78169.5,34611.5,324010.27
S000935,155.8,4,2,1,3,1,Medium,54.5,101.3,467.4,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,True,True,False,PVC Pipes,50312.22222222222,53225.0,42471.298,6376.0,79198.9,13161.984,1440.0,21130.0,57845.0,33223.0,358383.4
S000936,89.6,2,1,1,1,1,Low,31.4,58.2,268.8,Low,Low,Low,Low,Medium,Medium,Low,Low,False,False,False,PPR Pipes,7466.666666666667,28233.0,22997.248,2240.0,42340.0,1319.5636363636365,1110.0,8493.0,39012.0,16984.0,170195.48
S000937,141.2,4,2,1,2,1,Low,49.4,91.8,423.6,Low,Low,Medium,Medium,Low,Low,Low,Low,False,False,False,PPR Pipes,9903.611111111111,33743.0,37656.164,2992.0,46442.2,2079.4909090909096,2640.0,19646.0,63714.0,27698.0,246514.47
S000938,103.2,2,1,1,1,1,Low,36.1,67.1,309.6,Low,Medium,Low,Low,Low,Low,Low,Medium,False,False,False,PVC Pipes,7130.833333333334,24096.0,29326.656,1704.0,46444.9,1550.2516363636366,860.0,6108.0,43704.0,19228.0,180152.64
S000939,154.3,4,2,1,1,1,Low,54.0,100.3,462.9,Medium,Low,Medium,Low,Low,Low,Low,Low,False,False,False,PPR Pipes,10822.430555555557,35289.0,38395.656,1816.0,66547.5,14970.186,2100.0,12608.0,68233.5,29859.5,280641.77
S000940,97.6,2,1,1,1,1,Low,34.2,63.4,292.8,Medium,Low,Low,Low,Medium,Low,Low,Low,False,False,True,PPR Pipes,6269.444444444443,26942.0,26436.271999999997,1736.0,46656.0,8309.664,1170.0,11722.0,41772.0,18304.0,189317.38
S000941,83.5,2,1,1,1,1,Low,29.2,54.3,250.5,Low,Low,Medium,Medium,Low,Low,Low,Low,False,True,False,PPR Pipes,6581.423611111111,23136.0,21057.555,2702.0,33140.399999999994,909.9981818181819,1320.0,8870.0,36907.5,15977.5,150602.38
S000942,167.3,4,2,1,2,1,Low,58.6,108.7,501.9,Low,Low,Medium,Low,Medium,Medium,Low,Medium,False,True,False,PVC Pipes,14696.84027777778,43166.0,42846.293,3603.0,82721.0,2463.8727272727274,1520.0,16292.0,72718.5,32004.5,312032.01
S000943,93.1,2,1,1,1,1,Low,32.6,60.5,279.3,Medium,Low,Low,Low,Low,Medium,Low,Low,False,False,False,PPR Pipes,8954.40972222222,22420.0,23269.989999999998,1968.0,43416.5,9032.562,1020.0,6767.0,40219.5,17561.5,174629.46
S000944,114.6,3,2,1,1,1,Low,40.1,74.5,343.8,Low,Low,Low,Medium,Low,Medium,Medium,Low,False,False,False,PPR Pipes,11101.875,28022.0,29857.05,3564.0,43101.9,1755.255272727273,2460.0,19858.0,53337.0,23309.0,216366.08
S000945,133.1,3,2,1,0,1,Medium,46.6,86.5,399.3,High,Low,Medium,High,Medium,Medium,Medium,Low,True,False,False,PPR Pipes,46707.29166666667,26573.0,33390.025,3572.0,64605.5,16075.818000000003,2220.0,23962.0,50402.5,29023.5,296531.63
S000946,75.9,2,1,1,0,1,High,26.6,49.3,227.7,High,Medium,Medium,Medium,High,High,High,High,True,True,True,PVC Pipes,31883.437500000007,24602.0,20987.174,5846.0,32813.1,10670.022,960.0,17382.0,28972.5,16241.5,190357.73
S000947,129.3,3,2,1,0,1,Medium,45.3,84.0,387.9,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,True,True,True,PVC Pipes,42916.25,26168.0,36234.564,5284.0,62450.1,1675.7279999999998,1560.0,26264.0,49357.5,28320.5,280230.64
S000948,155.3,4,2,1,1,1,Low,54.4,100.9,465.9,Low,Low,Medium,Medium,Low,Medium,Low,Low,False,False,False,PPR Pipes,13696.597222222223,28249.0,40121.593,3032.0,58587.8,2058.430909090909,2100.0,17982.0,68578.5,30024.5,264430.42
S000949,164.2,4,2,1,2,1,Medium,57.5,106.7,492.6,Medium,High,Low,Low,Medium,Medium,Medium,Medium,False,False,True,PVC Pipes,14823.61111111111,44254.0,48839.575999999994,4296.0,85794.4,12137.664,1580.0,22908.0,60155.0,34777.0,329565.25
S000950,79.5,2,1,1,2,1,Medium,27.8,51.7,238.5,Medium,Low,Medium,Low,Medium,Medium,Medium,Medium,True,True,False,PVC Pipes,28794.409722222223,32757.0,20535.969999999998,4088.0,30080.1,7503.210000000001,800.0,6221.0,29962.5,16907.5,177649.69
S000951,120.6,3,1,1,2,1,Low,42.2,78.4,361.8,Low,Low,Medium,Medium,Medium,Low,Low,Low,False,False,False,PPR Pipes,8165.625,39347.0,31995.582,2348.0,42636.0,1527.4538181818184,1080.0,8828.0,50907.0,22099.0,208933.66
S000952,72.1,2,1,1,1,1,Medium,25.2,46.9,216.3,Medium,Medium,Low,High,Medium,Low,Medium,Medium,False,False,True,PVC Pipes,5858.125,26290.0,20856.453999999998,2864.0,21907.9,6233.7660000000005,860.0,20047.0,27927.5,15538.5,148383.24
S000953,88.0,2,1,1,2,1,Medium,30.8,57.2,264.0,Low,Medium,Low,High,Low,Medium,High,Medium,True,True,True,PVC Pipes,30879.444444444445,29677.0,24837.44,5837.0,26303.2,907.2,760.0,21020.0,32300.0,18480.0,191001.28
S000954,85.5,2,1,1,2,1,Medium,29.9,55.6,256.5,Medium,Medium,Medium,Low,High,Medium,Medium,Medium,False,False,True,PVC Pipes,7985.9375,35798.0,23268.955,2840.0,26499.0,1460.6509090909094,790.0,12516.0,31612.5,18017.5,160788.54
S000955,153.5,4,1,1,1,1,Medium,53.7,99.8,460.5,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,True,False,False,PVC Pipes,65151.25000000001,36515.0,41976.115,4296.0,62810.6,11448.030000000002,720.0,10384.0,52712.5,30597.5,316610.99
S000956,159.3,4,1,1,1,1,Medium,55.8,103.5,477.9,Medium,High,High,Medium,Medium,Medium,Medium,Medium,False,False,False,PVC Pipes,15210.937500000002,39714.0,46577.742,4288.0,76935.6,12196.008,760.0,9053.0,54307.5,31670.5,290713.29
S000957,161.6,4,1,1,1,1,Low,56.6,105.0,484.8,Low,Low,Medium,Low,Low,Low,Low,Medium,False,False,False,PVC Pipes,11446.666666666668,34097.0,41960.224,1784.0,81729.8,2665.518545454546,720.0,8225.0,66252.0,28864.0,277744.21
S000958,112.6,3,2,1,2,1,Low,39.4,73.2,337.8,Low,Low,Low,Low,Low,Low,Low,Low,False,False,False,PPR Pipes,8835.972222222223,32189.0,30386.92,2056.0,44826.0,1857.2858181818183,2460.0,15538.0,52647.0,22979.0,213775.18
S000959,118.5,3,1,1,0,1,High,41.5,77.0,355.5,Medium,Medium,High,Medium,Medium,Medium,High,Medium,True,True,True,PVC Pipes,37903.819444444445,26080.0,33476.085,6670.0,47886.0,10871.19,730.0,14791.0,41887.5,24122.5,244418.09
S000960,107.9,3,2,1,1,1,Medium,37.8,70.1,323.7,Medium,Low,Medium,Medium,Medium,Medium,Low,Medium,False,False,True,PVC Pipes,9553.645833333334,33417.0,29392.481,2324.0,54009.5,7477.47,1600.0,24087.0,43472.5,24361.5,229695.1
S000961,148.1,3,2,1,1,1,Medium,51.8,96.3,444.3,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,False,True,True,PVC Pipes,13061.597222222223,32570.0,39951.577,5364.0,61596.0,2530.0865454545456,1520.0,18551.0,54527.5,31798.5,261470.26
S000962,132.7,3,1,1,2,1,High,46.4,86.3,398.1,Medium,Medium,High,Medium,High,Medium,Medium,High,True,True,True,PVC Pipes,43796.11111111111,44859.0,37592.58499999999,5467.0,42248.1,9896.766000000003,990.0,13978.0,45792.5,26749.5,271369.56
S000963,88.3,2,1,1,1,1,Medium,30.9,57.4,264.9,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,False,True,False,PVC Pipes,6285.243055555556,26390.0,23967.571,4746.0,29989.6,8333.753999999999,730.0,10662.0,32382.5,18535.5,162022.17
S000964,99.1,2,1,1,1,1,Low,34.7,64.4,297.3,Medium,Low,Low,Low,Low,Low,Low,Medium,False,True,False,PVC Pipes,7776.597222222222,23150.0,25893.686999999998,3116.0,49769.200000000004,1692.988363636364,780.0,7769.0,42289.5,18551.5,180788.47
S000965,176.2,5,2,1,2,1,Medium,61.7,114.5,528.6,Medium,Medium,High,Low,Medium,Medium,Medium,High,False,False,True,PVC Pipes,15601.041666666668,50672.0,50726.61,4972.0,86237.9,16978.632,1780.0,17608.0,64655.0,36997.0,346228.18
S000966,89.3,3,1,1,2,1,Low,31.3,58.0,267.9,Low,Low,Low,Low,Low,Low,Medium,Low,False,False,False,PPR Pipes,7038.576388888889,31651.0,23247.547,3572.0,25719.1,1288.8425454545454,1200.0,6762.0,40108.5,16934.5,157522.07
S000967,195.2,5,3,1,1,1,Medium,68.3,126.9,585.6,High,Medium,Medium,Medium,Medium,Medium,Low,Low,False,True,False,PPR Pipes,16605.555555555555,45061.0,52841.824,4200.0,81957.4,27441.216000000004,3870.0,22560.0,74380.0,42712.0,371629.0
S000968,68.5,2,1,1,2,1,Medium,24.0,44.5,205.5,Medium,Medium,Medium,Medium,Medium,High,High,Medium,True,False,False,PVC Pipes,30058.680555555555,31394.0,19717.629999999997,2840.0,32360.0,4340.16,820.0,10504.0,26937.5,14872.5,173844.47
S000969,117.2,3,2,1,1,1,Low,41.0,76.2,351.6,Low,Low,Medium,Medium,Low,Low,Low,Low,False,False,False,PPR Pipes,9156.250000000002,27989.0,30380.508,2168.0,46648.0,1656.9949090909095,2580.0,22420.0,54234.0,23738.0,220970.75
S000970,87.5,2,1,1,0,1,Low,30.6,56.9,262.5,Low,Low,Low,Low,Medium,Low,Medium,Medium,False,True,False,PVC Pipes,5499.131944444445,20939.0,23439.75,4085.0,44678.0,902.0454545454546,810.0,7287.0,38287.5,16637.5,162564.93
S000971,96.0,2,1,1,2,1,Medium,33.6,62.4,288.0,Medium,Medium,Medium,Medium,High,Low,High,Medium,False,False,False,PVC Pipes,6366.666666666667,32954.0,25841.280000000002,2848.0,39192.0,1611.7527272727273,830.0,8168.0,34500.0,19960.0,172271.7
S000972,50.0,1,1,1,2,1,Medium,17.5,32.5,150.0,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,True,False,True,PVC Pipes,18281.25,26458.0,14043.5,2140.0,21827.5,7128.0,850.0,15804.0,20650.0,11450.0,138632.25
S000973,89.8,2,1,1,2,1,Low,31.4,58.4,269.4,Low,Low,Medium,Medium,Low,Low,Low,Medium,False,False,False,PVC Pipes,6672.63888888889,29774.0,22019.174,2208.0,35272.0,1348.9592727272727,750.0,10500.0,39081.0,17017.0,164642.77
S000974,160.2,4,2,1,3,1,Low,56.1,104.1,480.6,Low,Low,Low,Medium,Low,Low,Medium,Low,False,True,False,PPR Pipes,10401.875,41295.0,41152.7,6138.0,79928.1,2595.2400000000007,2580.0,16330.0,70269.0,30833.0,301522.91
S000975,89.2,2,1,1,1,1,Medium,31.2,58.0,267.6,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,True,False,True,PVC Pipes,30542.63888888889,27039.0,24446.552,2864.0,37560.399999999994,5357.352000000002,740.0,16301.0,32630.0,18702.0,196182.94
S000976,113.8,3,2,1,1,1,High,39.8,74.0,341.4,High,Medium,Medium,High,High,Medium,Medium,High,True,True,True,PVC Pipes,42122.01388888889,37692.0,31540.445999999996,5183.0,43903.6,16298.436000000002,2000.0,29639.0,45095.0,25453.0,278926.5
S000977,136.6,3,1,1,1,1,High,47.8,88.8,409.8,High,Medium,Medium,High,High,High,High,High,True,True,True,PVC Pipes,57989.166666666664,33977.0,37641.094,5955.0,67460.59999999999,14875.740000000002,920.0,20095.0,46865.0,27471.0,313249.6
S000978,118.8,3,1,1,2,1,Medium,41.6,77.2,356.4,Medium,Medium,Low,Medium,High,Medium,Medium,Medium,False,False,False,PVC Pipes,11715.0,42512.0,32795.304,3556.0,43774.8,10898.712,730.0,9631.0,41970.0,24178.0,221760.82
S000979,141.3,3,1,1,2,1,Medium,49.5,91.8,423.9,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,True,True,True,PVC Pipes,51265.3125,40691.0,41981.034,4933.0,48056.399999999994,2372.2985454545455,830.0,14524.0,48157.5,28340.5,281151.05
S000980,75.5,2,1,1,2,1,Medium,26.4,49.1,226.5,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,False,False,True,PVC Pipes,7104.340277777778,31845.0,21479.925000000003,2856.0,27874.699999999997,5082.660000000001,770.0,16953.0,28862.5,16167.5,158995.63
S000981,208.9,5,3,1,3,2,Low,73.1,135.8,626.7,Low,Low,Medium,Low,Low,Low,Low,Low,False,False,False,PPR Pipes,13491.458333333334,41797.0,55329.957,4316.0,83784.9,2153.5690909090913,3780.0,19803.0,93970.5,41068.5,359494.88
S000982,159.3,4,1,1,2,1,Low,55.8,103.5,477.9,Medium,Low,Medium,Medium,Low,Low,Low,Low,False,False,False,PVC Pipes,11836.875000000002,32864.0,42881.929000000004,2760.0,70419.6,11880.594000000001,710.0,10888.0,65458.5,28484.5,278184.0
S000983,116.1,3,2,1,0,1,Low,40.6,75.5,348.3,Low,Medium,Low,Low,Low,Low,Low,Low,False,False,False,PPR Pipes,7498.125,23310.0,30584.864999999998,2048.0,35539.600000000006,1778.2298181818185,2280.0,13912.0,53854.5,23556.5,194361.82
S000984,127.6,3,1,1,1,1,High,44.7,82.9,382.8,Medium,Medium,High,High,High,Medium,Medium,High,True,True,True,PVC Pipes,47225.27777777778,35913.0,34644.691999999995,4832.0,45677.3,7916.304000000001,890.0,19808.0,44390.0,25806.0,267102.57
S000985,81.4,2,1,1,1,1,Medium,28.5,52.9,244.2,Medium,High,High,Medium,Medium,Medium,Medium,Medium,True,True,False,PVC Pipes,26190.27777777778,26691.0,23695.056,4623.0,38243.5,5641.02,850.0,9302.0,30485.0,17259.0,182979.85
S000986,128.1,4,1,1,2,1,Low,44.8,83.3,384.3,Low,Medium,Low,Low,Low,Low,Low,Low,False,False,False,PPR Pipes,9296.145833333332,38019.0,36152.562999999995,2496.0,41153.0,1660.1760000000002,1050.0,7416.0,54694.5,23336.5,215273.88
S000987,50.0,2,1,1,0,1,Medium,17.5,32.5,150.0,Medium,Medium,Low,Medium,Low,High,Low,Medium,False,True,True,PVC Pipes,5277.777777777777,18262.0,14060.0,3004.0,22157.5,4125.0,760.0,15075.0,21850.0,11450.0,116021.28
S000988,100.3,2,1,1,2,1,Low,35.1,65.2,300.9,Medium,Medium,Low,Medium,Low,Low,Medium,Low,False,False,False,PPR Pipes,6791.145833333333,27031.0,27552.486,2824.0,50849.600000000006,7480.374000000001,1230.0,7297.0,42703.5,18749.5,192508.61
S000989,99.8,2,1,1,1,1,Medium,34.9,64.9,299.4,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,True,True,True,PVC Pipes,31216.180555555555,26736.0,27023.966,4656.0,35115.7,12844.259999999998,830.0,16218.0,35545.0,20663.0,210848.11
S000990,182.6,4,2,1,1,1,Medium,63.9,118.7,547.8,Medium,Low,Low,Medium,High,Medium,Medium,High,False,False,False,PVC Pipes,16167.708333333334,38430.0,49658.240000000005,4280.0,86648.7,15426.048,2020.0,20654.0,65215.0,38181.0,336680.7
S000991,119.8,3,2,1,2,1,High,41.9,77.9,359.4,High,High,High,High,High,High,High,Medium,True,True,False,PVC Pipes,48295.0,43411.0,34616.454,6192.0,56089.8,16525.212000000003,1620.0,21802.0,46745.0,26563.0,301859.47
S000992,144.5,4,2,1,2,1,Medium,50.6,93.9,433.5,Low,Low,Medium,Medium,Medium,Medium,Medium,Medium,True,False,True,PVC Pipes,47812.1875,45506.0,36156.1,4272.0,51144.40000000001,1532.2254545454546,1720.0,23091.0,54737.5,31132.5,297103.91
S000993,155.0,4,2,1,2,1,High,54.2,100.8,465.0,High,High,Medium,Medium,High,High,High,High,True,True,True,PVC Pipes,66400.06944444445,48481.0,46108.95,6869.0,62143.6,19846.2,1940.0,25787.0,57625.0,33075.0,368275.82
S000994,85.1,2,1,1,1,1,Low,29.8,55.3,255.3,Low,Low,Low,Low,Low,Low,Low,Low,True,False,False,PPR Pipes,22767.048611111113,24858.0,22381.028,2264.0,32327.4,927.435272727273,1080.0,7219.0,37459.5,16241.5,167524.91
S000995,147.9,4,2,1,1,1,Medium,51.8,96.1,443.7,Medium,High,High,High,Medium,Medium,Medium,Medium,False,True,True,PVC Pipes,12325.000000000002,38568.0,42216.967000000004,5866.0,72846.9,10249.470000000001,1460.0,29272.0,55672.5,31761.5,300238.34
S000996,139.8,3,1,1,0,1,High,48.9,90.9,419.4,Medium,High,Medium,High,High,Medium,High,High,True,True,True,PVC Pipes,47054.375,26221.0,39768.39600000001,7055.0,71571.3,2429.469818181818,930.0,19794.0,47745.0,28063.0,290631.54
S000997,146.9,3,1,1,1,1,Medium,51.4,95.5,440.7,Low,Medium,Medium,Medium,Medium,Low,High,Medium,False,False,False,PVC Pipes,11578.57638888889,31730.0,39718.611000000004,3556.0,73112.2,1860.555272727273,740.0,10120.0,49697.5,29376.5,251489.94
S000998,60.7,1,1,1,1,1,High,21.2,39.5,182.1,High,Medium,High,High,Medium,High,High,High,True,True,True,PVC Pipes,27036.94444444444,21271.0,16221.422999999999,5369.0,28082.3,6650.2919999999995,920.0,20748.0,23592.5,13429.5,163320.96
S000999,199.9,5,3,1,3,1,High,70.0,129.9,599.7,Medium,High,High,High,Medium,High,High,High,True,True,True,PVC Pipes,88863.22916666667,53941.0,58056.038,7590.0,86671.70000000001,16623.684000000005,3030.0,39067.0,75672.5,43581.5,473096.65
S001000,69.5,2,1,1,2,1,Medium,24.3,45.2,208.5,Medium,High,Medium,Low,High,Medium,Medium,Medium,False,False,True,PVC Pipes,6539.756944444445,34462.0,20700.2,2848.0,26368.0,1207.7836363636366,730.0,11083.0,27212.5,15057.5,146208.74
S001001,103.6,2,1,1,0,1,Low,36.3,67.3,310.8,Low,Low,Low,Low,Low,Medium,Low,Low,False,False,False,PPR Pipes,9532.638888888889,17886.0,26751.332,2040.0,39170.2,1617.2901818181822,1050.0,7380.0,43842.0,19294.0,168563.46
