Finishing_Category,Category,Subcategory,Product_Name,Brand,Quality_Level,Price_EGP,Unit,Quantity_Rule,Rule_Value,Required_For,Optional
Plumbing,Plumbing,PVC Pipes,PVC Drain Pipe,Georg Fischer,Medium,385,Piece,Per_Bathroom,2,Bathroom,False
Plumbing,Plumbing,PVC Pipes,PVC Drain Pipe,Nile,High,435,Piece,Per_Bathroom,2,Bathroom,False
Plumbing,Plumbing,PVC Pipes,PVC Drain Pipe,Georg Fischer,Medium,405,Piece,Per_Bathroom,2,Bathroom,False
Plumbing,Plumbing,PVC Pipes,PVC Drain Pipe,UPONOR,High,500,Piece,Per_Bathroom,2,Bathroom,False
Plumbing,Plumbing,PPR Pipes,PPR Pipe,Aqua Technology,Low,150,Piece,Per_Bathroom,6,Bathroom,False
Plumbing,Plumbing,PPR Pipes,PPR Pipe,El Sherif,Low,150,Piece,Per_Bathroom,6,Bathroom,False
Plumbing,Plumbing,PVC Pipes,PVC Drain Pipe,Georg Fischer,High,465,Piece,Per_Bathroom,2,Bathroom,False
Plumbing,Plumbing,PVC Pipes,PVC Drain Pipe,Aqua Technology,High,505,Piece,Per_Bathroom,2,Bathroom,False
Plumbing,Plumbing,PPR Pipes,PPR Pipe,Nile,Low,170,Piece,Per_Bathroom,6,Bathroom,False
Plumbing,Plumbing,PPR Pipes,PPR Pipe,Nile,Low,180,Piece,Per_Bathroom,6,Bathroom,False
Plumbing,Plumbing,PPR Pipes,PPR Pipe,Georg Fischer,Low,150,Piece,Per_Bathroom,6,Bathroom,False
Plumbing,Plumbing,PVC Pipes,PVC Drain Pipe,Georg Fischer,Medium,390,Piece,Per_Bathroom,2,Bathroom,False
Plumbing,Plumbing,PVC Pipes,PVC Drain Pipe,El Sherif,High,500,Piece,Per_Bathroom,2,Bathroom,False
Plumbing,Plumbing,PPR Pipes,PPR Pipe,El Sherif,Low,180,Piece,Per_Bathroom,6,Bathroom,False
