Product_ID,Finishing_Category,Category,Subcategory,Product_Name,Brand,Material,Product_Type,Quality_Level,Quality_Score,Grade,Quality_Price_Band,Price_EGP,Unit,Quantity_Rule,Rule_Value,Required_For,Optional,Application,Specification,Ceiling_Type,Coats,Component,Coverage_m2,Coverage_m2_per_L,Door_Category,Door_Type,Electrical_Category,Finish,Floor_Type,Paint_Category,Paint_Type,Plumbing_Category,Power_W,Price_Outlier,Size,Size_cm,Source_File,Waste_Factor
P001876,Doors,Doors,Interior,Interior MDF Door,WPC Brand,MDF,,Low,7.2,Not Applicable,Low: <= 5307,5252,Piece,Per_Room,1.0,Bedroom,False,Bedroom,,,,,,,Interior,Solid,,,,,,,,False,90x210 cm,,doors.csv,
P001877,Doors,Doors,Balcony,Aluminum Balcony Door,WoodCraft,Aluminum,,Medium,7.4,Not Applicable,Medium: 5307 - 9745,7099,Piece,Per_Balcony,1.0,Balcony,False,Balcony,,,,,,,Balcony,Sliding,,,,,,,,False,180x220 cm,,doors.csv,
P001878,Doors,Doors,Entrance,Armored Security Door,DoorTech,Steel,,High,8.9,Not Applicable,High: > 9745,14107,Piece,Fixed,1.0,Apartment,False,Main Entrance,,,,,,,Entrance,Armored,,,,,,,,False,100x220 cm,,doors.csv,
P001879,Doors,Doors,Balcony,Aluminum Balcony Door,WPC Brand,Aluminum,,Medium,7.4,Not Applicable,Medium: 5307 - 9745,5909,Piece,Per_Balcony,1.0,Balcony,False,Balcony,,,,,,,Balcony,Sliding,,,,,,,,False,180x220 cm,,doors.csv,
P001880,Doors,Doors,Entrance,Armored Security Door,WPC Brand,Steel,,High,8.9,Not Applicable,High: > 9745,13104,Piece,Fixed,1.0,Apartment,False,Main Entrance,,,,,,,Entrance,Armored,,,,,,,,False,100x220 cm,,doors.csv,
P001881,Doors,Doors,Balcony,Aluminum Balcony Door,WPC Brand,Aluminum,,Medium,7.4,Not Applicable,Medium: 5307 - 9745,6640,Piece,Per_Balcony,1.0,Balcony,False,Balcony,,,,,,,Balcony,Sliding,,,,,,,,False,180x220 cm,,doors.csv,
P001882,Doors,Doors,Balcony,Aluminum Balcony Door,WoodCraft,Aluminum,,Medium,7.4,Not Applicable,Medium: 5307 - 9745,6281,Piece,Per_Balcony,1.0,Balcony,False,Balcony,,,,,,,Balcony,Sliding,,,,,,,,False,180x220 cm,,doors.csv,
P001883,Doors,Doors,Interior,Interior MDF Door,Security Doors,MDF,,Low,7.2,Not Applicable,Low: <= 5307,4289,Piece,Per_Room,1.0,Bedroom,False,Bedroom,,,,,,,Interior,Solid,,,,,,,,False,90x210 cm,,doors.csv,
P001884,Doors,Doors,Interior,Interior MDF Door,Security Doors,MDF,,Medium,7.2,Not Applicable,Medium: 5307 - 9745,5488,Piece,Per_Room,1.0,Bedroom,False,Bedroom,,,,,,,Interior,Solid,,,,,,,,False,90x210 cm,,doors.csv,
P001885,Doors,Doors,Interior,Interior MDF Door,AluDoor,MDF,,Low,7.2,Not Applicable,Low: <= 5307,4121,Piece,Per_Room,1.0,Bedroom,False,Bedroom,,,,,,,Interior,Solid,,,,,,,,False,90x210 cm,,doors.csv,
P001886,Doors,Doors,Entrance,Armored Security Door,AluDoor,Steel,,High,8.9,Not Applicable,High: > 9745,12418,Piece,Fixed,1.0,Apartment,False,Main Entrance,,,,,,,Entrance,Armored,,,,,,,,False,100x220 cm,,doors.csv,
P001887,Doors,Doors,Entrance,Armored Security Door,Security Doors,Steel,,High,8.9,Not Applicable,High: > 9745,11788,Piece,Fixed,1.0,Apartment,False,Main Entrance,,,,,,,Entrance,Armored,,,,,,,,False,100x220 cm,,doors.csv,
P001888,Doors,Doors,Entrance,Armored Security Door,WPC Brand,Steel,,High,8.9,Not Applicable,High: > 9745,10170,Piece,Fixed,1.0,Apartment,False,Main Entrance,,,,,,,Entrance,Armored,,,,,,,,False,100x220 cm,,doors.csv,
P001889,Doors,Doors,Entrance,Armored Security Door,WPC Brand,Steel,,High,8.9,Not Applicable,High: > 9745,13653,Piece,Fixed,1.0,Apartment,False,Main Entrance,,,,,,,Entrance,Armored,,,,,,,,False,100x220 cm,,doors.csv,
P001890,Doors,Doors,Interior,Interior MDF Door,WPC Brand,MDF,,Low,7.2,Not Applicable,Low: <= 5307,4372,Piece,Per_Room,1.0,Bedroom,False,Bedroom,,,,,,,Interior,Solid,,,,,,,,False,90x210 cm,,doors.csv,
P001891,Doors,Doors,Balcony,Aluminum Balcony Door,DoorTech,Aluminum,,Medium,7.4,Not Applicable,Medium: 5307 - 9745,5470,Piece,Per_Balcony,1.0,Balcony,False,Balcony,,,,,,,Balcony,Sliding,,,,,,,,False,180x220 cm,,doors.csv,
P001892,Doors,Doors,Entrance,Armored Security Door,Security Doors,Steel,,High,8.9,Not Applicable,High: > 9745,9893,Piece,Fixed,1.0,Apartment,False,Main Entrance,,,,,,,Entrance,Armored,,,,,,,,False,100x220 cm,,doors.csv,
P001893,Doors,Doors,Interior,Interior MDF Door,Security Doors,MDF,,Low,7.2,Not Applicable,Low: <= 5307,3558,Piece,Per_Room,1.0,Bedroom,False,Bedroom,,,,,,,Interior,Solid,,,,,,,,False,90x210 cm,,doors.csv,
P001894,Doors,Doors,Interior,Interior MDF Door,WoodCraft,MDF,,Low,7.2,Not Applicable,Low: <= 5307,5147,Piece,Per_Room,1.0,Bedroom,False,Bedroom,,,,,,,Interior,Solid,,,,,,,,False,90x210 cm,,doors.csv,
P001895,Doors,Doors,Balcony,Aluminum Balcony Door,DoorTech,Aluminum,,Medium,7.4,Not Applicable,Medium: 5307 - 9745,5530,Piece,Per_Balcony,1.0,Balcony,False,Balcony,,,,,,,Balcony,Sliding,,,,,,,,False,180x220 cm,,doors.csv,
P001896,Doors,Doors,Entrance,Armored Security Door,Security Doors,Steel,,High,8.9,Not Applicable,High: > 9745,14046,Piece,Fixed,1.0,Apartment,False,Main Entrance,,,,,,,Entrance,Armored,,,,,,,,False,100x220 cm,,doors.csv,
P001897,Doors,Doors,Interior,Interior MDF Door,Security Doors,MDF,,Medium,7.2,Not Applicable,Medium: 5307 - 9745,5693,Piece,Per_Room,1.0,Bedroom,False,Bedroom,,,,,,,Interior,Solid,,,,,,,,False,90x210 cm,,doors.csv,
P001898,Doors,Doors,Balcony,Aluminum Balcony Door,WPC Brand,Aluminum,,Medium,7.4,Not Applicable,Medium: 5307 - 9745,5593,Piece,Per_Balcony,1.0,Balcony,False,Balcony,,,,,,,Balcony,Sliding,,,,,,,,False,180x220 cm,,doors.csv,
P001899,Doors,Doors,Interior,Interior MDF Door,DoorTech,MDF,,Low,7.2,Not Applicable,Low: <= 5307,4614,Piece,Per_Room,1.0,Bedroom,False,Bedroom,,,,,,,Interior,Solid,,,,,,,,False,90x210 cm,,doors.csv,
P001900,Doors,Doors,Interior,Interior MDF Door,Security Doors,MDF,,Low,7.2,Not Applicable,Low: <= 5307,3707,Piece,Per_Room,1.0,Bedroom,False,Bedroom,,,,,,,Interior,Solid,,,,,,,,False,90x210 cm,,doors.csv,
P001901,Doors,Doors,Entrance,Armored Security Door,DoorTech,Steel,,High,8.9,Not Applicable,High: > 9745,14395,Piece,Fixed,1.0,Apartment,False,Main Entrance,,,,,,,Entrance,Armored,,,,,,,,False,100x220 cm,,doors.csv,
P001902,Doors,Doors,Entrance,Armored Security Door,WPC Brand,Steel,,High,8.9,Not Applicable,High: > 9745,11003,Piece,Fixed,1.0,Apartment,False,Main Entrance,,,,,,,Entrance,Armored,,,,,,,,False,100x220 cm,,doors.csv,
P001903,Doors,Doors,Entrance,Armored Security Door,Security Doors,Steel,,High,8.9,Not Applicable,High: > 9745,10620,Piece,Fixed,1.0,Apartment,False,Main Entrance,,,,,,,Entrance,Armored,,,,,,,,False,100x220 cm,,doors.csv,
P001904,Doors,Doors,Balcony,Aluminum Balcony Door,AluDoor,Aluminum,,Medium,7.4,Not Applicable,Medium: 5307 - 9745,7024,Piece,Per_Balcony,1.0,Balcony,False,Balcony,,,,,,,Balcony,Sliding,,,,,,,,False,180x220 cm,,doors.csv,
P001905,Doors,Doors,Entrance,Armored Security Door,Security Doors,Steel,,High,8.9,Not Applicable,High: > 9745,9907,Piece,Fixed,1.0,Apartment,False,Main Entrance,,,,,,,Entrance,Armored,,,,,,,,False,100x220 cm,,doors.csv,
P001906,Doors,Doors,Entrance,Armored Security Door,WoodCraft,Steel,,High,8.9,Not Applicable,High: > 9745,9846,Piece,Fixed,1.0,Apartment,False,Main Entrance,,,,,,,Entrance,Armored,,,,,,,,False,100x220 cm,,doors.csv,
P001907,Doors,Doors,Balcony,Aluminum Balcony Door,DoorTech,Aluminum,,Medium,7.4,Not Applicable,Medium: 5307 - 9745,5532,Piece,Per_Balcony,1.0,Balcony,False,Balcony,,,,,,,Balcony,Sliding,,,,,,,,False,180x220 cm,,doors.csv,
P001908,Doors,Doors,Balcony,Aluminum Balcony Door,WoodCraft,Aluminum,,Medium,7.4,Not Applicable,Medium: 5307 - 9745,6098,Piece,Per_Balcony,1.0,Balcony,False,Balcony,,,,,,,Balcony,Sliding,,,,,,,,False,180x220 cm,,doors.csv,
P001909,Doors,Doors,Balcony,Aluminum Balcony Door,WoodCraft,Aluminum,,Medium,7.4,Not Applicable,Medium: 5307 - 9745,5308,Piece,Per_Balcony,1.0,Balcony,False,Balcony,,,,,,,Balcony,Sliding,,,,,,,,False,180x220 cm,,doors.csv,
P001910,Doors,Doors,Entrance,Armored Security Door,Security Doors,Steel,,High,8.9,Not Applicable,High: > 9745,12680,Piece,Fixed,1.0,Apartment,False,Main Entrance,,,,,,,Entrance,Armored,,,,,,,,False,100x220 cm,,doors.csv,
P001911,Doors,Doors,Entrance,Armored Security Door,Security Doors,Steel,,High,8.9,Not Applicable,High: > 9745,13453,Piece,Fixed,1.0,Apartment,False,Main Entrance,,,,,,,Entrance,Armored,,,,,,,,False,100x220 cm,,doors.csv,
P001912,Doors,Doors,Interior,Interior MDF Door,DoorTech,MDF,,Low,7.2,Not Applicable,Low: <= 5307,5290,Piece,Per_Room,1.0,Bedroom,False,Bedroom,,,,,,,Interior,Solid,,,,,,,,False,90x210 cm,,doors.csv,
P001913,Doors,Doors,Balcony,Aluminum Balcony Door,DoorTech,Aluminum,,Low,7.4,Not Applicable,Low: <= 5307,5172,Piece,Per_Balcony,1.0,Balcony,False,Balcony,,,,,,,Balcony,Sliding,,,,,,,,False,180x220 cm,,doors.csv,
P001914,Doors,Doors,Balcony,Aluminum Balcony Door,Security Doors,Aluminum,,Medium,7.4,Not Applicable,Medium: 5307 - 9745,6624,Piece,Per_Balcony,1.0,Balcony,False,Balcony,,,,,,,Balcony,Sliding,,,,,,,,False,180x220 cm,,doors.csv,
P001915,Doors,Doors,Balcony,Aluminum Balcony Door,AluDoor,Aluminum,,Medium,7.4,Not Applicable,Medium: 5307 - 9745,6421,Piece,Per_Balcony,1.0,Balcony,False,Balcony,,,,,,,Balcony,Sliding,,,,,,,,False,180x220 cm,,doors.csv,
P001916,Doors,Doors,Entrance,Armored Security Door,WoodCraft,Steel,,High,8.9,Not Applicable,High: > 9745,11493,Piece,Fixed,1.0,Apartment,False,Main Entrance,,,,,,,Entrance,Armored,,,,,,,,False,100x220 cm,,doors.csv,
P001917,Doors,Doors,Balcony,Aluminum Balcony Door,DoorTech,Aluminum,,Medium,7.4,Not Applicable,Medium: 5307 - 9745,7320,Piece,Per_Balcony,1.0,Balcony,False,Balcony,,,,,,,Balcony,Sliding,,,,,,,,False,180x220 cm,,doors.csv,
P001918,Doors,Doors,Interior,Interior MDF Door,AluDoor,MDF,,Medium,7.2,Not Applicable,Medium: 5307 - 9745,5454,Piece,Per_Room,1.0,Bedroom,False,Bedroom,,,,,,,Interior,Solid,,,,,,,,False,90x210 cm,,doors.csv,
P001919,Doors,Doors,Interior,Interior MDF Door,Security Doors,MDF,,Low,7.2,Not Applicable,Low: <= 5307,4123,Piece,Per_Room,1.0,Bedroom,False,Bedroom,,,,,,,Interior,Solid,,,,,,,,False,90x210 cm,,doors.csv,
P001920,Doors,Doors,Interior,Interior MDF Door,WPC Brand,MDF,,Low,7.2,Not Applicable,Low: <= 5307,4191,Piece,Per_Room,1.0,Bedroom,False,Bedroom,,,,,,,Interior,Solid,,,,,,,,False,90x210 cm,,doors.csv,
P001921,Doors,Doors,Entrance,Armored Security Door,WPC Brand,Steel,,High,8.9,Not Applicable,High: > 9745,11404,Piece,Fixed,1.0,Apartment,False,Main Entrance,,,,,,,Entrance,Armored,,,,,,,,False,100x220 cm,,doors.csv,
P001922,Doors,Doors,Entrance,Armored Security Door,WPC Brand,Steel,,High,8.9,Not Applicable,High: > 9745,13758,Piece,Fixed,1.0,Apartment,False,Main Entrance,,,,,,,Entrance,Armored,,,,,,,,False,100x220 cm,,doors.csv,
P001923,Doors,Doors,Interior,Interior MDF Door,Security Doors,MDF,,Low,7.2,Not Applicable,Low: <= 5307,3363,Piece,Per_Room,1.0,Bedroom,False,Bedroom,,,,,,,Interior,Solid,,,,,,,,False,90x210 cm,,doors.csv,
P001924,Doors,Doors,Balcony,Aluminum Balcony Door,Security Doors,Aluminum,,Medium,7.4,Not Applicable,Medium: 5307 - 9745,5984,Piece,Per_Balcony,1.0,Balcony,False,Balcony,,,,,,,Balcony,Sliding,,,,,,,,False,180x220 cm,,doors.csv,
P001925,Doors,Doors,Interior,Interior MDF Door,Security Doors,MDF,,Medium,7.2,Not Applicable,Medium: 5307 - 9745,5445,Piece,Per_Room,1.0,Bedroom,False,Bedroom,,,,,,,Interior,Solid,,,,,,,,False,90x210 cm,,doors.csv,
P001926,Doors,Doors,Interior,Interior MDF Door,Security Doors,MDF,,Low,7.2,Not Applicable,Low: <= 5307,3225,Piece,Per_Room,1.0,Bedroom,False,Bedroom,,,,,,,Interior,Solid,,,,,,,,False,90x210 cm,,doors.csv,
P001927,Doors,Doors,Interior,Interior MDF Door,WoodCraft,MDF,,Low,7.2,Not Applicable,Low: <= 5307,3668,Piece,Per_Room,1.0,Bedroom,False,Bedroom,,,,,,,Interior,Solid,,,,,,,,False,90x210 cm,,doors.csv,
P001928,Doors,Doors,Interior,Interior MDF Door,DoorTech,MDF,,Low,7.2,Not Applicable,Low: <= 5307,3831,Piece,Per_Room,1.0,Bedroom,False,Bedroom,,,,,,,Interior,Solid,,,,,,,,False,90x210 cm,,doors.csv,
P001929,Doors,Doors,Balcony,Aluminum Balcony Door,DoorTech,Aluminum,,Medium,7.4,Not Applicable,Medium: 5307 - 9745,6184,Piece,Per_Balcony,1.0,Balcony,False,Balcony,,,,,,,Balcony,Sliding,,,,,,,,False,180x220 cm,,doors.csv,
P001930,Doors,Doors,Entrance,Armored Security Door,WPC Brand,Steel,,High,8.9,Not Applicable,High: > 9745,10708,Piece,Fixed,1.0,Apartment,False,Main Entrance,,,,,,,Entrance,Armored,,,,,,,,False,100x220 cm,,doors.csv,
P001931,Doors,Doors,Interior,Interior MDF Door,AluDoor,MDF,,Low,7.2,Not Applicable,Low: <= 5307,3219,Piece,Per_Room,1.0,Bedroom,False,Bedroom,,,,,,,Interior,Solid,,,,,,,,False,90x210 cm,,doors.csv,
P001932,Doors,Doors,Entrance,Armored Security Door,WPC Brand,Steel,,High,8.9,Not Applicable,High: > 9745,14063,Piece,Fixed,1.0,Apartment,False,Main Entrance,,,,,,,Entrance,Armored,,,,,,,,False,100x220 cm,,doors.csv,
P001933,Doors,Doors,Entrance,Armored Security Door,Security Doors,Steel,,High,8.9,Not Applicable,High: > 9745,10989,Piece,Fixed,1.0,Apartment,False,Main Entrance,,,,,,,Entrance,Armored,,,,,,,,False,100x220 cm,,doors.csv,
P001934,Doors,Doors,Balcony,Aluminum Balcony Door,AluDoor,Aluminum,,Medium,7.4,Not Applicable,Medium: 5307 - 9745,6407,Piece,Per_Balcony,1.0,Balcony,False,Balcony,,,,,,,Balcony,Sliding,,,,,,,,False,180x220 cm,,doors.csv,
P001935,Doors,Doors,Interior,Interior MDF Door,WPC Brand,MDF,,Low,7.2,Not Applicable,Low: <= 5307,3641,Piece,Per_Room,1.0,Bedroom,False,Bedroom,,,,,,,Interior,Solid,,,,,,,,False,90x210 cm,,doors.csv,
P001936,Doors,Doors,Balcony,Aluminum Balcony Door,DoorTech,Aluminum,,Medium,7.4,Not Applicable,Medium: 5307 - 9745,6260,Piece,Per_Balcony,1.0,Balcony,False,Balcony,,,,,,,Balcony,Sliding,,,,,,,,False,180x220 cm,,doors.csv,
P001937,Doors,Doors,Entrance,Armored Security Door,Security Doors,Steel,,High,8.9,Not Applicable,High: > 9745,10534,Piece,Fixed,1.0,Apartment,False,Main Entrance,,,,,,,Entrance,Armored,,,,,,,,False,100x220 cm,,doors.csv,
P001938,Doors,Doors,Balcony,Aluminum Balcony Door,DoorTech,Aluminum,,Low,7.4,Not Applicable,Low: <= 5307,4561,Piece,Per_Balcony,1.0,Balcony,False,Balcony,,,,,,,Balcony,Sliding,,,,,,,,False,180x220 cm,,doors.csv,
P001939,Doors,Doors,Balcony,Aluminum Balcony Door,DoorTech,Aluminum,,Medium,7.4,Not Applicable,Medium: 5307 - 9745,6623,Piece,Per_Balcony,1.0,Balcony,False,Balcony,,,,,,,Balcony,Sliding,,,,,,,,False,180x220 cm,,doors.csv,
P001940,Doors,Doors,Balcony,Aluminum Balcony Door,Security Doors,Aluminum,,Medium,7.4,Not Applicable,Medium: 5307 - 9745,6901,Piece,Per_Balcony,1.0,Balcony,False,Balcony,,,,,,,Balcony,Sliding,,,,,,,,False,180x220 cm,,doors.csv,
P001941,Doors,Doors,Entrance,Armored Security Door,DoorTech,Steel,,High,8.9,Not Applicable,High: > 9745,11977,Piece,Fixed,1.0,Apartment,False,Main Entrance,,,,,,,Entrance,Armored,,,,,,,,False,100x220 cm,,doors.csv,
P001942,Doors,Doors,Balcony,Aluminum Balcony Door,WoodCraft,Aluminum,,Medium,7.4,Not Applicable,Medium: 5307 - 9745,6085,Piece,Per_Balcony,1.0,Balcony,False,Balcony,,,,,,,Balcony,Sliding,,,,,,,,False,180x220 cm,,doors.csv,
P001943,Doors,Doors,Balcony,Aluminum Balcony Door,AluDoor,Aluminum,,Low,7.4,Not Applicable,Low: <= 5307,4637,Piece,Per_Balcony,1.0,Balcony,False,Balcony,,,,,,,Balcony,Sliding,,,,,,,,False,180x220 cm,,doors.csv,
P001944,Doors,Doors,Balcony,Aluminum Balcony Door,Security Doors,Aluminum,,Low,7.4,Not Applicable,Low: <= 5307,5100,Piece,Per_Balcony,1.0,Balcony,False,Balcony,,,,,,,Balcony,Sliding,,,,,,,,False,180x220 cm,,doors.csv,
P001945,Doors,Doors,Interior,Interior MDF Door,DoorTech,MDF,,Low,7.2,Not Applicable,Low: <= 5307,3457,Piece,Per_Room,1.0,Bedroom,False,Bedroom,,,,,,,Interior,Solid,,,,,,,,False,90x210 cm,,doors.csv,
P001946,Doors,Doors,Entrance,Armored Security Door,WPC Brand,Steel,,High,8.9,Not Applicable,High: > 9745,11940,Piece,Fixed,1.0,Apartment,False,Main Entrance,,,,,,,Entrance,Armored,,,,,,,,False,100x220 cm,,doors.csv,
P001947,Doors,Doors,Entrance,Armored Security Door,Security Doors,Steel,,High,8.9,Not Applicable,High: > 9745,10664,Piece,Fixed,1.0,Apartment,False,Main Entrance,,,,,,,Entrance,Armored,,,,,,,,False,100x220 cm,,doors.csv,
P001948,Doors,Doors,Entrance,Armored Security Door,WPC Brand,Steel,,High,8.9,Not Applicable,High: > 9745,13200,Piece,Fixed,1.0,Apartment,False,Main Entrance,,,,,,,Entrance,Armored,,,,,,,,False,100x220 cm,,doors.csv,
P001949,Doors,Doors,Interior,Interior MDF Door,Security Doors,MDF,,Low,7.2,Not Applicable,Low: <= 5307,3214,Piece,Per_Room,1.0,Bedroom,False,Bedroom,,,,,,,Interior,Solid,,,,,,,,False,90x210 cm,,doors.csv,
P001950,Doors,Doors,Interior,Interior MDF Door,AluDoor,MDF,,Medium,7.2,Not Applicable,Medium: 5307 - 9745,5437,Piece,Per_Room,1.0,Bedroom,False,Bedroom,,,,,,,Interior,Solid,,,,,,,,False,90x210 cm,,doors.csv,
P001951,Doors,Doors,Entrance,Armored Security Door,AluDoor,Steel,,High,8.9,Not Applicable,High: > 9745,13180,Piece,Fixed,1.0,Apartment,False,Main Entrance,,,,,,,Entrance,Armored,,,,,,,,False,100x220 cm,,doors.csv,
P001952,Doors,Doors,Balcony,Aluminum Balcony Door,AluDoor,Aluminum,,Medium,7.4,Not Applicable,Medium: 5307 - 9745,6055,Piece,Per_Balcony,1.0,Balcony,False,Balcony,,,,,,,Balcony,Sliding,,,,,,,,False,180x220 cm,,doors.csv,
P001953,Doors,Doors,Interior,Interior MDF Door,AluDoor,MDF,,Low,7.2,Not Applicable,Low: <= 5307,4168,Piece,Per_Room,1.0,Bedroom,False,Bedroom,,,,,,,Interior,Solid,,,,,,,,False,90x210 cm,,doors.csv,
P001954,Doors,Doors,Balcony,Aluminum Balcony Door,DoorTech,Aluminum,,Medium,7.4,Not Applicable,Medium: 5307 - 9745,6204,Piece,Per_Balcony,1.0,Balcony,False,Balcony,,,,,,,Balcony,Sliding,,,,,,,,False,180x220 cm,,doors.csv,
P001955,Doors,Doors,Balcony,Aluminum Balcony Door,DoorTech,Aluminum,,Medium,7.4,Not Applicable,Medium: 5307 - 9745,6533,Piece,Per_Balcony,1.0,Balcony,False,Balcony,,,,,,,Balcony,Sliding,,,,,,,,False,180x220 cm,,doors.csv,
P001956,Doors,Doors,Entrance,Armored Security Door,WPC Brand,Steel,,High,8.9,Not Applicable,High: > 9745,12493,Piece,Fixed,1.0,Apartment,False,Main Entrance,,,,,,,Entrance,Armored,,,,,,,,False,100x220 cm,,doors.csv,
P001957,Doors,Doors,Interior,Interior MDF Door,DoorTech,MDF,,Low,7.2,Not Applicable,Low: <= 5307,3570,Piece,Per_Room,1.0,Bedroom,False,Bedroom,,,,,,,Interior,Solid,,,,,,,,False,90x210 cm,,doors.csv,
P001958,Doors,Doors,Interior,Interior MDF Door,DoorTech,MDF,,Low,7.2,Not Applicable,Low: <= 5307,3391,Piece,Per_Room,1.0,Bedroom,False,Bedroom,,,,,,,Interior,Solid,,,,,,,,False,90x210 cm,,doors.csv,
P001959,Doors,Doors,Interior,Interior MDF Door,Security Doors,MDF,,Low,7.2,Not Applicable,Low: <= 5307,3630,Piece,Per_Room,1.0,Bedroom,False,Bedroom,,,,,,,Interior,Solid,,,,,,,,False,90x210 cm,,doors.csv,
P001960,Doors,Doors,Entrance,Armored Security Door,AluDoor,Steel,,High,8.9,Not Applicable,High: > 9745,10364,Piece,Fixed,1.0,Apartment,False,Main Entrance,,,,,,,Entrance,Armored,,,,,,,,False,100x220 cm,,doors.csv,
P001961,Doors,Doors,Interior,Interior MDF Door,WoodCraft,MDF,,Low,7.2,Not Applicable,Low: <= 5307,3487,Piece,Per_Room,1.0,Bedroom,False,Bedroom,,,,,,,Interior,Solid,,,,,,,,False,90x210 cm,,doors.csv,
P001962,Doors,Doors,Interior,Interior MDF Door,WPC Brand,MDF,,Low,7.2,Not Applicable,Low: <= 5307,3556,Piece,Per_Room,1.0,Bedroom,False,Bedroom,,,,,,,Interior,Solid,,,,,,,,False,90x210 cm,,doors.csv,
P001963,Doors,Doors,Entrance,Armored Security Door,Security Doors,Steel,,High,8.9,Not Applicable,High: > 9745,14471,Piece,Fixed,1.0,Apartment,False,Main Entrance,,,,,,,Entrance,Armored,,,,,,,,False,100x220 cm,,doors.csv,
P001964,Doors,Doors,Entrance,Armored Security Door,DoorTech,Steel,,High,8.9,Not Applicable,High: > 9745,12089,Piece,Fixed,1.0,Apartment,False,Main Entrance,,,,,,,Entrance,Armored,,,,,,,,False,100x220 cm,,doors.csv,
P001965,Doors,Doors,Interior,Interior MDF Door,WPC Brand,MDF,,Low,7.2,Not Applicable,Low: <= 5307,3918,Piece,Per_Room,1.0,Bedroom,False,Bedroom,,,,,,,Interior,Solid,,,,,,,,False,90x210 cm,,doors.csv,
P001966,Doors,Doors,Balcony,Aluminum Balcony Door,WPC Brand,Aluminum,,Low,7.4,Not Applicable,Low: <= 5307,4506,Piece,Per_Balcony,1.0,Balcony,False,Balcony,,,,,,,Balcony,Sliding,,,,,,,,False,180x220 cm,,doors.csv,
P001967,Doors,Doors,Entrance,Armored Security Door,Security Doors,Steel,,High,8.9,Not Applicable,High: > 9745,14066,Piece,Fixed,1.0,Apartment,False,Main Entrance,,,,,,,Entrance,Armored,,,,,,,,False,100x220 cm,,doors.csv,
P001968,Doors,Doors,Balcony,Aluminum Balcony Door,DoorTech,Aluminum,,Low,7.4,Not Applicable,Low: <= 5307,5188,Piece,Per_Balcony,1.0,Balcony,False,Balcony,,,,,,,Balcony,Sliding,,,,,,,,False,180x220 cm,,doors.csv,
P001969,Doors,Doors,Balcony,Aluminum Balcony Door,DoorTech,Aluminum,,Medium,7.4,Not Applicable,Medium: 5307 - 9745,6923,Piece,Per_Balcony,1.0,Balcony,False,Balcony,,,,,,,Balcony,Sliding,,,,,,,,False,180x220 cm,,doors.csv,
P001970,Doors,Doors,Interior,Interior MDF Door,WoodCraft,MDF,,Medium,7.2,Not Applicable,Medium: 5307 - 9745,5350,Piece,Per_Room,1.0,Bedroom,False,Bedroom,,,,,,,Interior,Solid,,,,,,,,False,90x210 cm,,doors.csv,
P001971,Doors,Doors,Interior,Interior MDF Door,Security Doors,MDF,,Low,7.2,Not Applicable,Low: <= 5307,4041,Piece,Per_Room,1.0,Bedroom,False,Bedroom,,,,,,,Interior,Solid,,,,,,,,False,90x210 cm,,doors.csv,
P001972,Doors,Doors,Balcony,Aluminum Balcony Door,Security Doors,Aluminum,,Medium,7.4,Not Applicable,Medium: 5307 - 9745,6937,Piece,Per_Balcony,1.0,Balcony,False,Balcony,,,,,,,Balcony,Sliding,,,,,,,,False,180x220 cm,,doors.csv,
P001973,Doors,Doors,Entrance,Armored Security Door,WoodCraft,Steel,,High,8.9,Not Applicable,High: > 9745,13799,Piece,Fixed,1.0,Apartment,False,Main Entrance,,,,,,,Entrance,Armored,,,,,,,,False,100x220 cm,,doors.csv,
P001974,Doors,Doors,Entrance,Armored Security Door,DoorTech,Steel,,High,8.9,Not Applicable,High: > 9745,11314,Piece,Fixed,1.0,Apartment,False,Main Entrance,,,,,,,Entrance,Armored,,,,,,,,False,100x220 cm,,doors.csv,
P001975,Doors,Doors,Balcony,Aluminum Balcony Door,WPC Brand,Aluminum,,Medium,7.4,Not Applicable,Medium: 5307 - 9745,6039,Piece,Per_Balcony,1.0,Balcony,False,Balcony,,,,,,,Balcony,Sliding,,,,,,,,False,180x220 cm,,doors.csv,
P001976,Doors,Doors,Entrance,Armored Security Door,AluDoor,Steel,,High,8.9,Not Applicable,High: > 9745,14445,Piece,Fixed,1.0,Apartment,False,Main Entrance,,,,,,,Entrance,Armored,,,,,,,,False,100x220 cm,,doors.csv,
P001977,Doors,Doors,Entrance,Armored Security Door,WPC Brand,Steel,,High,8.9,Not Applicable,High: > 9745,11921,Piece,Fixed,1.0,Apartment,False,Main Entrance,,,,,,,Entrance,Armored,,,,,,,,False,100x220 cm,,doors.csv,
P001978,Doors,Doors,Interior,Interior MDF Door,AluDoor,MDF,,Low,7.2,Not Applicable,Low: <= 5307,4293,Piece,Per_Room,1.0,Bedroom,False,Bedroom,,,,,,,Interior,Solid,,,,,,,,False,90x210 cm,,doors.csv,
P001979,Doors,Doors,Entrance,Armored Security Door,WPC Brand,Steel,,High,8.9,Not Applicable,High: > 9745,12870,Piece,Fixed,1.0,Apartment,False,Main Entrance,,,,,,,Entrance,Armored,,,,,,,,False,100x220 cm,,doors.csv,
