Finishing_Category,Brand,Ceiling_Type,Material,Component,Specification,Application,Coverage_m2,Quality_Level,Quality_Score,Unit,Quantity_Rule,Rule_Value,Required_For,Optional,Price_EGP,Category,Subcategory,Product_Name,Grade,Quality_Price_Band,Source_File,Price_Outlier
Ceilings,Gyproc,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,High,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,288,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,High: > 285,ceilings_gypsum.csv,False
Ceilings,USG Boral,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Low,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,180,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Low: <= 234,ceilings_gypsum.csv,False
Ceilings,Gyproc,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,High,8.4,Piece,Area_m2/Coverage,1,Reception,True,327,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,High: > 285,ceilings_gypsum.csv,False
Ceilings,Gyproc,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Medium,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,283,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Medium: 234 - 285,ceilings_gypsum.csv,False
Ceilings,Gyproc,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Medium,8.4,Piece,Area_m2/Coverage,1,Reception,True,262,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Medium: 234 - 285,ceilings_gypsum.csv,False
Ceilings,USG Boral,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,High,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,307,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,High: > 285,ceilings_gypsum.csv,False
Ceilings,Knauf,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,High,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,322,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,High: > 285,ceilings_gypsum.csv,False
Ceilings,Gyproc,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Medium,8.4,Piece,Area_m2/Coverage,1,Reception,True,251,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Medium: 234 - 285,ceilings_gypsum.csv,False
Ceilings,Knauf,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Low,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,227,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Low: <= 234,ceilings_gypsum.csv,False
Ceilings,USG Boral,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Medium,8.4,Piece,Area_m2/Coverage,1,Reception,True,276,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Medium: 234 - 285,ceilings_gypsum.csv,False
Ceilings,Siniat,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Low,8.4,Piece,Area_m2/Coverage,1,Reception,True,191,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Low: <= 234,ceilings_gypsum.csv,False
Ceilings,USG Boral,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,High,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,286,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,High: > 285,ceilings_gypsum.csv,False
Ceilings,Gyproc,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Low,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,226,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Low: <= 234,ceilings_gypsum.csv,False
Ceilings,USG,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Low,8.4,Piece,Area_m2/Coverage,1,Reception,True,213,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Low: <= 234,ceilings_gypsum.csv,False
Ceilings,Knauf,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,High,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,298,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,High: > 285,ceilings_gypsum.csv,False
Ceilings,Siniat,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Medium,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,278,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Medium: 234 - 285,ceilings_gypsum.csv,False
Ceilings,USG Boral,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Low,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,204,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Low: <= 234,ceilings_gypsum.csv,False
Ceilings,Knauf,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Medium,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,279,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Medium: 234 - 285,ceilings_gypsum.csv,False
Ceilings,USG Boral,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,High,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,296,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,High: > 285,ceilings_gypsum.csv,False
Ceilings,Knauf,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Medium,8.4,Piece,Area_m2/Coverage,1,Reception,True,279,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Medium: 234 - 285,ceilings_gypsum.csv,False
Ceilings,USG,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Medium,8.4,Piece,Area_m2/Coverage,1,Reception,True,277,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Medium: 234 - 285,ceilings_gypsum.csv,False
Ceilings,Gyproc,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Low,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,207,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Low: <= 234,ceilings_gypsum.csv,False
Ceilings,Gyproc,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Medium,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,265,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Medium: 234 - 285,ceilings_gypsum.csv,False
Ceilings,Gyproc,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,High,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,329,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,High: > 285,ceilings_gypsum.csv,False
Ceilings,Siniat,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Medium,8.4,Piece,Area_m2/Coverage,1,Reception,True,238,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Medium: 234 - 285,ceilings_gypsum.csv,False
Ceilings,Gyproc,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Medium,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,235,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Medium: 234 - 285,ceilings_gypsum.csv,False
Ceilings,Gyproc,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Medium,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,285,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Medium: 234 - 285,ceilings_gypsum.csv,False
Ceilings,Gyproc,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Medium,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,255,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Medium: 234 - 285,ceilings_gypsum.csv,False
Ceilings,Knauf,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Low,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,231,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Low: <= 234,ceilings_gypsum.csv,False
Ceilings,USG Boral,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Low,8.4,Piece,Area_m2/Coverage,1,Reception,True,199,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Low: <= 234,ceilings_gypsum.csv,False
Ceilings,Siniat,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Medium,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,254,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Medium: 234 - 285,ceilings_gypsum.csv,False
Ceilings,Gyproc,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Medium,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,271,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Medium: 234 - 285,ceilings_gypsum.csv,False
Ceilings,USG,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,High,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,328,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,High: > 285,ceilings_gypsum.csv,False
Ceilings,Knauf,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Medium,8.4,Piece,Area_m2/Coverage,1,Reception,True,271,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Medium: 234 - 285,ceilings_gypsum.csv,False
Ceilings,Knauf,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Low,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,188,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Low: <= 234,ceilings_gypsum.csv,False
Ceilings,Knauf,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Medium,8.4,Piece,Area_m2/Coverage,1,Reception,True,261,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Medium: 234 - 285,ceilings_gypsum.csv,False
Ceilings,USG,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,High,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,348,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,High: > 285,ceilings_gypsum.csv,False
Ceilings,Knauf,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,High,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,341,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,High: > 285,ceilings_gypsum.csv,False
Ceilings,Gyproc,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Medium,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,284,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Medium: 234 - 285,ceilings_gypsum.csv,False
Ceilings,USG Boral,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,High,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,333,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,High: > 285,ceilings_gypsum.csv,False
Ceilings,Knauf,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Low,8.4,Piece,Area_m2/Coverage,1,Reception,True,215,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Low: <= 234,ceilings_gypsum.csv,False
Ceilings,Knauf,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,High,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,318,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,High: > 285,ceilings_gypsum.csv,False
Ceilings,Knauf,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Low,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,196,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Low: <= 234,ceilings_gypsum.csv,False
Ceilings,Siniat,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,High,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,301,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,High: > 285,ceilings_gypsum.csv,False
Ceilings,USG,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Medium,8.4,Piece,Area_m2/Coverage,1,Reception,True,269,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Medium: 234 - 285,ceilings_gypsum.csv,False
Ceilings,Siniat,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Low,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,195,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Low: <= 234,ceilings_gypsum.csv,False
Ceilings,USG Boral,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Medium,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,246,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Medium: 234 - 285,ceilings_gypsum.csv,False
Ceilings,USG Boral,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,High,8.4,Piece,Area_m2/Coverage,1,Reception,True,327,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,High: > 285,ceilings_gypsum.csv,False
Ceilings,Gyproc,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,High,8.4,Piece,Area_m2/Coverage,1,Reception,True,306,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,High: > 285,ceilings_gypsum.csv,False
Ceilings,Gyproc,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Medium,8.4,Piece,Area_m2/Coverage,1,Reception,True,261,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Medium: 234 - 285,ceilings_gypsum.csv,False
Ceilings,Siniat,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,High,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,292,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,High: > 285,ceilings_gypsum.csv,False
Ceilings,Siniat,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Low,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,233,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Low: <= 234,ceilings_gypsum.csv,False
Ceilings,USG Boral,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,High,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,327,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,High: > 285,ceilings_gypsum.csv,False
Ceilings,USG,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Low,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,212,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Low: <= 234,ceilings_gypsum.csv,False
Ceilings,Gyproc,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Medium,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,250,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Medium: 234 - 285,ceilings_gypsum.csv,False
Ceilings,USG Boral,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,High,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,337,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,High: > 285,ceilings_gypsum.csv,False
Ceilings,Knauf,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Medium,8.4,Piece,Area_m2/Coverage,1,Reception,True,241,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Medium: 234 - 285,ceilings_gypsum.csv,False
Ceilings,USG,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Medium,8.4,Piece,Area_m2/Coverage,1,Reception,True,263,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Medium: 234 - 285,ceilings_gypsum.csv,False
Ceilings,USG,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,High,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,290,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,High: > 285,ceilings_gypsum.csv,False
Ceilings,Knauf,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,High,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,327,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,High: > 285,ceilings_gypsum.csv,False
Ceilings,Siniat,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Medium,8.4,Piece,Area_m2/Coverage,1,Reception,True,254,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Medium: 234 - 285,ceilings_gypsum.csv,False
Ceilings,USG Boral,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Medium,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,243,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Medium: 234 - 285,ceilings_gypsum.csv,False
Ceilings,Siniat,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Medium,8.4,Piece,Area_m2/Coverage,1,Reception,True,241,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Medium: 234 - 285,ceilings_gypsum.csv,False
Ceilings,Gyproc,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Medium,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,244,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Medium: 234 - 285,ceilings_gypsum.csv,False
Ceilings,Gyproc,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Medium,8.4,Piece,Area_m2/Coverage,1,Reception,True,245,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Medium: 234 - 285,ceilings_gypsum.csv,False
Ceilings,USG Boral,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,High,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,329,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,High: > 285,ceilings_gypsum.csv,False
Ceilings,Knauf,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Low,8.4,Piece,Area_m2/Coverage,1,Reception,True,218,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Low: <= 234,ceilings_gypsum.csv,False
Ceilings,Gyproc,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,High,8.4,Piece,Area_m2/Coverage,1,Reception,True,339,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,High: > 285,ceilings_gypsum.csv,False
Ceilings,Siniat,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Low,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,227,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Low: <= 234,ceilings_gypsum.csv,False
Ceilings,Gyproc,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,High,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,337,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,High: > 285,ceilings_gypsum.csv,False
Ceilings,USG Boral,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Low,8.4,Piece,Area_m2/Coverage,1,Reception,True,195,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Low: <= 234,ceilings_gypsum.csv,False
Ceilings,Gyproc,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,High,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,304,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,High: > 285,ceilings_gypsum.csv,False
Ceilings,Knauf,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Medium,8.4,Piece,Area_m2/Coverage,1,Reception,True,274,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Medium: 234 - 285,ceilings_gypsum.csv,False
Ceilings,Knauf,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Medium,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,277,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Medium: 234 - 285,ceilings_gypsum.csv,False
Ceilings,USG Boral,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,High,8.4,Piece,Area_m2/Coverage,1,Reception,True,342,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,High: > 285,ceilings_gypsum.csv,False
Ceilings,Siniat,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,High,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,339,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,High: > 285,ceilings_gypsum.csv,False
Ceilings,Gyproc,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Low,8.4,Piece,Area_m2/Coverage,1,Reception,True,188,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Low: <= 234,ceilings_gypsum.csv,False
Ceilings,USG,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Medium,8.4,Piece,Area_m2/Coverage,1,Reception,True,246,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Medium: 234 - 285,ceilings_gypsum.csv,False
Ceilings,Siniat,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,High,8.4,Piece,Area_m2/Coverage,1,Reception,True,322,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,High: > 285,ceilings_gypsum.csv,False
Ceilings,USG Boral,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Low,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,217,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Low: <= 234,ceilings_gypsum.csv,False
Ceilings,Knauf,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,High,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,347,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,High: > 285,ceilings_gypsum.csv,False
Ceilings,USG Boral,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Low,8.4,Piece,Area_m2/Coverage,1,Reception,True,202,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Low: <= 234,ceilings_gypsum.csv,False
Ceilings,Siniat,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Medium,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,285,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Medium: 234 - 285,ceilings_gypsum.csv,False
Ceilings,USG Boral,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,High,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,315,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,High: > 285,ceilings_gypsum.csv,False
Ceilings,Siniat,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Low,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,187,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Low: <= 234,ceilings_gypsum.csv,False
Ceilings,USG,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,High,8.4,Piece,Area_m2/Coverage,1,Reception,True,320,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,High: > 285,ceilings_gypsum.csv,False
Ceilings,USG,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Low,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,187,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Low: <= 234,ceilings_gypsum.csv,False
