Finishing_Category,Category,Subcategory,Product_Name,Brand,Quality_Level,Price_EGP,Unit,Quantity_Rule,Rule_Value,Required_For,Optional
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Ideal Standard,Low,2797,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ceramica Cleopatra,High,7930,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,GROHE,Medium,5009,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Lecico,Low,2082,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Ceramica Cleopatra,Low,1861,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Lecico,Medium,5131,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ideal Standard,Medium,5543,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Pedestal,Wash Basin,GROHE,Low,3331,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ideal Standard,Low,4762,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Lecico,Medium,6970,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Lecico,High,8091,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Lecico,Low,2622,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ceramica Cleopatra,Medium,6791,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ceramica Cleopatra,Medium,5053,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,GROHE,Low,4636,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,GROHE,Medium,6722,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ceramica Cleopatra,Medium,5787,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Ceramica Cleopatra,High,10732,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,GROHE,Medium,6182,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Roca,High,9064,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Roca,High,8388,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Roca,Medium,5027,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ceramica Cleopatra,Medium,6845,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,GROHE,High,10817,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,GROHE,Medium,5698,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ideal Standard,Low,4293,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Roca,Medium,6913,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ideal Standard,Medium,5468,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Ideal Standard,Low,2343,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Ideal Standard,Medium,6493,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Lecico,Medium,6911,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ceramica Cleopatra,Medium,5171,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,GROHE,Low,3611,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ceramica Cleopatra,High,8072,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Roca,Medium,5282,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,GROHE,High,8839,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,GROHE,Medium,5583,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Pedestal,Wash Basin,GROHE,Low,2009,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Lecico,High,7888,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Roca,Low,4999,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Roca,Low,3296,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,GROHE,Medium,6206,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Lecico,Low,4568,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,GROHE,Medium,6735,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ideal Standard,Medium,5425,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Lecico,High,9234,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,GROHE,Medium,7136,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Lecico,Low,3063,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Lecico,Medium,6123,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,GROHE,Low,2358,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,GROHE,Low,4405,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,GROHE,High,9690,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Ceramica Cleopatra,High,9757,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Roca,Medium,6235,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Roca,Low,4915,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Lecico,Low,4104,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Lecico,Low,3433,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Roca,Low,2188,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Roca,High,9910,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ceramica Cleopatra,High,8290,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,GROHE,Medium,5638,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,GROHE,Medium,7471,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Ceramica Cleopatra,Medium,6208,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Roca,Low,2910,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,GROHE,Low,3334,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Roca,High,10692,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ceramica Cleopatra,Medium,5433,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,GROHE,High,8188,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Roca,High,10083,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Lecico,High,9530,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Lecico,High,9858,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Roca,High,9974,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ceramica Cleopatra,High,8214,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Roca,Low,2169,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Ideal Standard,Low,2906,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Roca,Medium,5649,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Roca,Medium,7095,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Roca,High,9256,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Ideal Standard,Medium,7011,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Pedestal,Wash Basin,GROHE,Low,3875,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Ideal Standard,Medium,7419,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ceramica Cleopatra,High,7770,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ideal Standard,Medium,6133,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ceramica Cleopatra,Medium,7129,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Lecico,High,7650,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,GROHE,Low,4492,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Roca,Medium,5074,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Ideal Standard,High,10081,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Roca,High,10861,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ceramica Cleopatra,High,8079,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ideal Standard,High,7552,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Ideal Standard,High,9150,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ideal Standard,High,9812,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ideal Standard,Medium,5354,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Ceramica Cleopatra,Low,2343,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Lecico,Low,2723,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ideal Standard,High,7820,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Lecico,Low,3205,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Ideal Standard,High,10910,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,GROHE,Medium,6494,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,GROHE,Medium,7373,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ideal Standard,Low,4972,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Ideal Standard,Low,3895,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Ideal Standard,Low,2277,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,GROHE,Medium,5826,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Roca,Low,2691,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Roca,High,8040,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Roca,Low,4961,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ideal Standard,Low,4978,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Ceramica Cleopatra,Low,4524,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Roca,Medium,6837,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ideal Standard,Medium,5944,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ideal Standard,High,10585,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,GROHE,Medium,7364,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Roca,Low,2192,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,GROHE,Medium,6250,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Roca,Low,1951,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Lecico,Low,3061,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Roca,Medium,6131,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,GROHE,Medium,5898,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Roca,High,9128,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Roca,Low,3146,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,GROHE,Low,4756,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Lecico,Low,3996,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ceramica Cleopatra,High,7709,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ideal Standard,Medium,6235,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,GROHE,Low,2547,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,GROHE,Low,2961,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Ideal Standard,High,10431,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Ceramica Cleopatra,High,9438,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Ceramica Cleopatra,Low,4647,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Ideal Standard,Low,2144,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Lecico,Low,3771,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ceramica Cleopatra,Medium,6044,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Pedestal,Wash Basin,GROHE,Low,3796,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Ceramica Cleopatra,Low,2299,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ceramica Cleopatra,High,9643,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Roca,High,8150,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Lecico,High,8765,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Ideal Standard,High,9239,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Pedestal,Wash Basin,GROHE,Low,2427,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Roca,Low,4826,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Lecico,Low,4536,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Ceramica Cleopatra,Low,1957,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ideal Standard,Medium,6174,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ideal Standard,Medium,5327,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ideal Standard,High,10180,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Roca,High,7800,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Pedestal,Wash Basin,GROHE,Low,3991,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,GROHE,High,9501,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ceramica Cleopatra,High,8772,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Lecico,Medium,6977,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ceramica Cleopatra,Medium,5518,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Pedestal,Wash Basin,GROHE,Low,3583,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Lecico,Low,3870,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Ceramica Cleopatra,Low,1960,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Roca,Medium,6115,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Ideal Standard,Low,3932,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Roca,Medium,6499,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Lecico,Medium,5082,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ceramica Cleopatra,High,9718,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ceramica Cleopatra,Low,3946,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Lecico,Medium,5253,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Roca,Medium,5356,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Roca,Low,3890,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,GROHE,High,9184,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Lecico,Medium,6998,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Roca,High,7903,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ideal Standard,High,7593,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ideal Standard,Medium,5693,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Roca,Medium,5577,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Ideal Standard,High,9267,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Ideal Standard,Low,2707,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ceramica Cleopatra,High,8714,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Lecico,Low,2387,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,GROHE,High,8675,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Ideal Standard,Low,2000,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Lecico,High,10386,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Lecico,High,7849,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ceramica Cleopatra,Low,4380,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ideal Standard,Medium,6731,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Lecico,Medium,5096,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Roca,Medium,7376,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ideal Standard,High,8020,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,GROHE,Low,4110,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Ideal Standard,Medium,5100,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ceramica Cleopatra,Medium,6449,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Roca,Low,3849,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,GROHE,Medium,6238,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Lecico,Medium,6032,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Ceramica Cleopatra,Low,3656,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,GROHE,Medium,5539,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,GROHE,High,9251,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Ceramica Cleopatra,Low,3234,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,GROHE,Medium,7297,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Roca,High,7666,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Roca,Medium,7423,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Lecico,Low,4727,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ceramica Cleopatra,High,7646,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Roca,Medium,6506,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Lecico,Low,4141,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,GROHE,Medium,5218,Piece,Per_Master_Bathroom,1,Master Bathroom,True
