Product_ID,Finishing_Category,Subcategory,Product_Name,Brand,Product_Type,Material,Quality_Level,Price_EGP,Unit,Quantity_Rule,Rule_Value,Required_For,Optional
P001648,Doors,Interior,Interior MDF Door,WoodCraft,Solid,MDF,Low,4296,Piece,Per_Room,1.0,Bedroom,False
P001649,Doors,Balcony,Aluminum Balcony Door,DoorTech,Sliding,Aluminum,Medium,6141,Piece,Per_Balcony,1.0,Balcony,False
P001650,Doors,Interior,Interior MDF Door,Security Doors,Solid,MDF,Low,4663,Piece,Per_Room,1.0,Bedroom,False
P001651,Doors,Balcony,Aluminum Balcony Door,Security Doors,Sliding,Aluminum,Low,5242,Piece,Per_Balcony,1.0,Balcony,False
P001652,Doors,Entrance,Armored Security Door,WPC Brand,Armored,Steel,High,11127,Piece,Fixed,1.0,Apartment,False
P001653,Doors,Interior,Interior MDF Door,WoodCraft,Solid,MDF,Low,3438,Piece,Per_Room,1.0,Bedroom,False
P001654,Doors,Interior,Interior MDF Door,AluDoor,Solid,MDF,Low,4045,Piece,Per_Room,1.0,Bedroom,False
P001655,Doors,Interior,Interior MDF Door,WPC Brand,Solid,MDF,Medium,5356,Piece,Per_Room,1.0,Bedroom,False
P001656,Doors,Interior,Interior MDF Door,AluDoor,Solid,MDF,Medium,5575,Piece,Per_Room,1.0,Bedroom,False
P001657,Doors,Balcony,Aluminum Balcony Door,WoodCraft,Sliding,Aluminum,Low,4920,Piece,Per_Balcony,1.0,Balcony,False
P001658,Doors,Interior,Interior MDF Door,WPC Brand,Solid,MDF,Medium,5419,Piece,Per_Room,1.0,Bedroom,False
P001659,Doors,Balcony,Aluminum Balcony Door,Security Doors,Sliding,Aluminum,Low,5267,Piece,Per_Balcony,1.0,Balcony,False
P001660,Doors,Interior,Interior MDF Door,Security Doors,Solid,MDF,Low,3329,Piece,Per_Room,1.0,Bedroom,False
P001661,Doors,Balcony,Aluminum Balcony Door,WPC Brand,Sliding,Aluminum,Low,4988,Piece,Per_Balcony,1.0,Balcony,False
P001662,Doors,Interior,Interior MDF Door,WPC Brand,Solid,MDF,Low,5090,Piece,Per_Room,1.0,Bedroom,False
P001663,Doors,Balcony,Aluminum Balcony Door,Security Doors,Sliding,Aluminum,Low,4976,Piece,Per_Balcony,1.0,Balcony,False
P001664,Doors,Entrance,Armored Security Door,WPC Brand,Armored,Steel,High,14489,Piece,Fixed,1.0,Apartment,False
P001665,Doors,Entrance,Armored Security Door,AluDoor,Armored,Steel,High,12976,Piece,Fixed,1.0,Apartment,False
P001666,Doors,Interior,Interior MDF Door,Security Doors,Solid,MDF,Medium,5555,Piece,Per_Room,1.0,Bedroom,False
P001667,Doors,Entrance,Armored Security Door,WPC Brand,Armored,Steel,High,10248,Piece,Fixed,1.0,Apartment,False
P001668,Doors,Interior,Interior MDF Door,WoodCraft,Solid,MDF,Medium,5356,Piece,Per_Room,1.0,Bedroom,False
P001669,Doors,Balcony,Aluminum Balcony Door,Security Doors,Sliding,Aluminum,Low,4584,Piece,Per_Balcony,1.0,Balcony,False
P001670,Doors,Entrance,Armored Security Door,DoorTech,Armored,Steel,Medium,9731,Piece,Fixed,1.0,Apartment,False
P001671,Doors,Entrance,Armored Security Door,WPC Brand,Armored,Steel,High,11453,Piece,Fixed,1.0,Apartment,False
P001672,Doors,Entrance,Armored Security Door,WoodCraft,Armored,Steel,High,9928,Piece,Fixed,1.0,Apartment,False
P001673,Doors,Entrance,Armored Security Door,DoorTech,Armored,Steel,High,10997,Piece,Fixed,1.0,Apartment,False
P001674,Doors,Balcony,Aluminum Balcony Door,AluDoor,Sliding,Aluminum,Medium,6876,Piece,Per_Balcony,1.0,Balcony,False
P001675,Doors,Entrance,Armored Security Door,AluDoor,Armored,Steel,High,10030,Piece,Fixed,1.0,Apartment,False
P001676,Doors,Entrance,Armored Security Door,WPC Brand,Armored,Steel,High,12423,Piece,Fixed,1.0,Apartment,False
P001677,Doors,Interior,Interior MDF Door,WoodCraft,Solid,MDF,Low,3744,Piece,Per_Room,1.0,Bedroom,False
P001678,Doors,Balcony,Aluminum Balcony Door,WPC Brand,Sliding,Aluminum,Medium,5729,Piece,Per_Balcony,1.0,Balcony,False
P001679,Doors,Interior,Interior MDF Door,Security Doors,Solid,MDF,Low,3367,Piece,Per_Room,1.0,Bedroom,False
P001680,Doors,Balcony,Aluminum Balcony Door,DoorTech,Sliding,Aluminum,Medium,5841,Piece,Per_Balcony,1.0,Balcony,False
P001681,Doors,Entrance,Armored Security Door,DoorTech,Armored,Steel,High,12850,Piece,Fixed,1.0,Apartment,False
P001682,Doors,Entrance,Armored Security Door,AluDoor,Armored,Steel,High,13458,Piece,Fixed,1.0,Apartment,False
P001683,Doors,Balcony,Aluminum Balcony Door,Security Doors,Sliding,Aluminum,Low,5154,Piece,Per_Balcony,1.0,Balcony,False
P001684,Doors,Interior,Interior MDF Door,AluDoor,Solid,MDF,Low,4765,Piece,Per_Room,1.0,Bedroom,False
P001685,Doors,Interior,Interior MDF Door,AluDoor,Solid,MDF,Low,3369,Piece,Per_Room,1.0,Bedroom,False
P001686,Doors,Interior,Interior MDF Door,DoorTech,Solid,MDF,Low,4242,Piece,Per_Room,1.0,Bedroom,False
P001687,Doors,Balcony,Aluminum Balcony Door,WPC Brand,Sliding,Aluminum,Medium,7276,Piece,Per_Balcony,1.0,Balcony,False
P001688,Doors,Interior,Interior MDF Door,WPC Brand,Solid,MDF,Low,4244,Piece,Per_Room,1.0,Bedroom,False
P001689,Doors,Balcony,Aluminum Balcony Door,WoodCraft,Sliding,Aluminum,Medium,5984,Piece,Per_Balcony,1.0,Balcony,False
P001690,Doors,Entrance,Armored Security Door,DoorTech,Armored,Steel,High,13851,Piece,Fixed,1.0,Apartment,False
P001691,Doors,Balcony,Aluminum Balcony Door,WoodCraft,Sliding,Aluminum,Medium,5864,Piece,Per_Balcony,1.0,Balcony,False
P001692,Doors,Balcony,Aluminum Balcony Door,WPC Brand,Sliding,Aluminum,Medium,5355,Piece,Per_Balcony,1.0,Balcony,False
P001693,Doors,Entrance,Armored Security Door,WoodCraft,Armored,Steel,High,14488,Piece,Fixed,1.0,Apartment,False
P001694,Doors,Balcony,Aluminum Balcony Door,Security Doors,Sliding,Aluminum,Medium,7300,Piece,Per_Balcony,1.0,Balcony,False
P001695,Doors,Entrance,Armored Security Door,AluDoor,Armored,Steel,High,13288,Piece,Fixed,1.0,Apartment,False
P001696,Doors,Interior,Interior MDF Door,WoodCraft,Solid,MDF,Low,5114,Piece,Per_Room,1.0,Bedroom,False
P001697,Doors,Entrance,Armored Security Door,DoorTech,Armored,Steel,High,13984,Piece,Fixed,1.0,Apartment,False
P001698,Doors,Balcony,Aluminum Balcony Door,WoodCraft,Sliding,Aluminum,Medium,6022,Piece,Per_Balcony,1.0,Balcony,False
P001699,Doors,Interior,Interior MDF Door,DoorTech,Solid,MDF,Low,3241,Piece,Per_Room,1.0,Bedroom,False
P001700,Doors,Balcony,Aluminum Balcony Door,AluDoor,Sliding,Aluminum,Medium,5897,Piece,Per_Balcony,1.0,Balcony,False
P001701,Doors,Balcony,Aluminum Balcony Door,WPC Brand,Sliding,Aluminum,Medium,6690,Piece,Per_Balcony,1.0,Balcony,False
P001702,Doors,Entrance,Armored Security Door,WoodCraft,Armored,Steel,High,12679,Piece,Fixed,1.0,Apartment,False
P001703,Doors,Interior,Interior MDF Door,AluDoor,Solid,MDF,Medium,5715,Piece,Per_Room,1.0,Bedroom,False
P001704,Doors,Entrance,Armored Security Door,WoodCraft,Armored,Steel,High,9997,Piece,Fixed,1.0,Apartment,False
P001705,Doors,Interior,Interior MDF Door,WoodCraft,Solid,MDF,Low,4935,Piece,Per_Room,1.0,Bedroom,False
P001706,Doors,Interior,Interior MDF Door,Security Doors,Solid,MDF,Low,3644,Piece,Per_Room,1.0,Bedroom,False
P001707,Doors,Balcony,Aluminum Balcony Door,Security Doors,Sliding,Aluminum,Low,4796,Piece,Per_Balcony,1.0,Balcony,False
P001708,Doors,Interior,Interior MDF Door,DoorTech,Solid,MDF,Low,4990,Piece,Per_Room,1.0,Bedroom,False
P001709,Doors,Interior,Interior MDF Door,DoorTech,Solid,MDF,Low,4877,Piece,Per_Room,1.0,Bedroom,False
P001710,Doors,Entrance,Armored Security Door,AluDoor,Armored,Steel,High,10981,Piece,Fixed,1.0,Apartment,False
P001711,Doors,Entrance,Armored Security Door,DoorTech,Armored,Steel,High,13937,Piece,Fixed,1.0,Apartment,False
P001712,Doors,Interior,Interior MDF Door,WoodCraft,Solid,MDF,Low,3658,Piece,Per_Room,1.0,Bedroom,False
P001713,Doors,Entrance,Armored Security Door,WoodCraft,Armored,Steel,High,11498,Piece,Fixed,1.0,Apartment,False
P001714,Doors,Interior,Interior MDF Door,Security Doors,Solid,MDF,Medium,5722,Piece,Per_Room,1.0,Bedroom,False
P001715,Doors,Entrance,Armored Security Door,WoodCraft,Armored,Steel,High,9966,Piece,Fixed,1.0,Apartment,False
P001716,Doors,Balcony,Aluminum Balcony Door,WoodCraft,Sliding,Aluminum,Low,4909,Piece,Per_Balcony,1.0,Balcony,False
P001717,Doors,Balcony,Aluminum Balcony Door,Security Doors,Sliding,Aluminum,Low,5087,Piece,Per_Balcony,1.0,Balcony,False
P001718,Doors,Interior,Interior MDF Door,Security Doors,Solid,MDF,Low,3465,Piece,Per_Room,1.0,Bedroom,False
P001719,Doors,Balcony,Aluminum Balcony Door,WPC Brand,Sliding,Aluminum,Medium,7117,Piece,Per_Balcony,1.0,Balcony,False
P001720,Doors,Entrance,Armored Security Door,WoodCraft,Armored,Steel,High,11215,Piece,Fixed,1.0,Apartment,False
P001721,Doors,Balcony,Aluminum Balcony Door,WPC Brand,Sliding,Aluminum,Medium,6152,Piece,Per_Balcony,1.0,Balcony,False
P001722,Doors,Entrance,Armored Security Door,Security Doors,Armored,Steel,High,9825,Piece,Fixed,1.0,Apartment,False
P001723,Doors,Entrance,Armored Security Door,DoorTech,Armored,Steel,High,13639,Piece,Fixed,1.0,Apartment,False
P001724,Doors,Interior,Interior MDF Door,DoorTech,Solid,MDF,Low,5220,Piece,Per_Room,1.0,Bedroom,False
P001725,Doors,Balcony,Aluminum Balcony Door,AluDoor,Sliding,Aluminum,Medium,5865,Piece,Per_Balcony,1.0,Balcony,False
P001726,Doors,Interior,Interior MDF Door,WPC Brand,Solid,MDF,Low,4741,Piece,Per_Room,1.0,Bedroom,False
P001727,Doors,Entrance,Armored Security Door,AluDoor,Armored,Steel,High,11171,Piece,Fixed,1.0,Apartment,False
P001728,Doors,Entrance,Armored Security Door,WoodCraft,Armored,Steel,High,11519,Piece,Fixed,1.0,Apartment,False
P001729,Doors,Interior,Interior MDF Door,AluDoor,Solid,MDF,Medium,5738,Piece,Per_Room,1.0,Bedroom,False
P001730,Doors,Balcony,Aluminum Balcony Door,Security Doors,Sliding,Aluminum,Medium,5989,Piece,Per_Balcony,1.0,Balcony,False
P001731,Doors,Interior,Interior MDF Door,WoodCraft,Solid,MDF,Low,4713,Piece,Per_Room,1.0,Bedroom,False
P001732,Doors,Entrance,Armored Security Door,AluDoor,Armored,Steel,Medium,9621,Piece,Fixed,1.0,Apartment,False
P001733,Doors,Balcony,Aluminum Balcony Door,DoorTech,Sliding,Aluminum,Medium,6929,Piece,Per_Balcony,1.0,Balcony,False
P001734,Doors,Interior,Interior MDF Door,AluDoor,Solid,MDF,Medium,5673,Piece,Per_Room,1.0,Bedroom,False
P001735,Doors,Interior,Interior MDF Door,WPC Brand,Solid,MDF,Low,4468,Piece,Per_Room,1.0,Bedroom,False
P001736,Doors,Entrance,Armored Security Door,DoorTech,Armored,Steel,High,11013,Piece,Fixed,1.0,Apartment,False
P001737,Doors,Entrance,Armored Security Door,AluDoor,Armored,Steel,High,11273,Piece,Fixed,1.0,Apartment,False
P001738,Doors,Interior,Interior MDF Door,Security Doors,Solid,MDF,Low,4171,Piece,Per_Room,1.0,Bedroom,False
P001739,Doors,Interior,Interior MDF Door,AluDoor,Solid,MDF,Low,4312,Piece,Per_Room,1.0,Bedroom,False
P001740,Doors,Entrance,Armored Security Door,WoodCraft,Armored,Steel,High,14434,Piece,Fixed,1.0,Apartment,False
P001741,Doors,Balcony,Aluminum Balcony Door,WoodCraft,Sliding,Aluminum,Medium,5652,Piece,Per_Balcony,1.0,Balcony,False
P001742,Doors,Balcony,Aluminum Balcony Door,Security Doors,Sliding,Aluminum,Medium,5414,Piece,Per_Balcony,1.0,Balcony,False
P001743,Doors,Entrance,Armored Security Door,WPC Brand,Armored,Steel,High,11721,Piece,Fixed,1.0,Apartment,False
P001744,Doors,Entrance,Armored Security Door,WPC Brand,Armored,Steel,High,12803,Piece,Fixed,1.0,Apartment,False
P001745,Doors,Entrance,Armored Security Door,DoorTech,Armored,Steel,High,11669,Piece,Fixed,1.0,Apartment,False
P001746,Doors,Interior,Interior MDF Door,AluDoor,Solid,MDF,Medium,5714,Piece,Per_Room,1.0,Bedroom,False
P001747,Doors,Interior,Interior MDF Door,Security Doors,Solid,MDF,Low,3321,Piece,Per_Room,1.0,Bedroom,False
P001748,Doors,Entrance,Armored Security Door,AluDoor,Armored,Steel,High,11151,Piece,Fixed,1.0,Apartment,False
P001749,Doors,Entrance,Armored Security Door,DoorTech,Armored,Steel,High,13161,Piece,Fixed,1.0,Apartment,False
P001750,Doors,Balcony,Aluminum Balcony Door,WPC Brand,Sliding,Aluminum,Medium,7391,Piece,Per_Balcony,1.0,Balcony,False
P001751,Doors,Interior,Interior MDF Door,Security Doors,Solid,MDF,Medium,5355,Piece,Per_Room,1.0,Bedroom,False
P001752,Doors,Balcony,Aluminum Balcony Door,DoorTech,Sliding,Aluminum,Medium,7087,Piece,Per_Balcony,1.0,Balcony,False
P001753,Doors,Balcony,Aluminum Balcony Door,WPC Brand,Sliding,Aluminum,Low,4901,Piece,Per_Balcony,1.0,Balcony,False
P001754,Doors,Balcony,Aluminum Balcony Door,Security Doors,Sliding,Aluminum,Low,4600,Piece,Per_Balcony,1.0,Balcony,False
P001755,Doors,Interior,Interior MDF Door,Security Doors,Solid,MDF,Low,3866,Piece,Per_Room,1.0,Bedroom,False
P001756,Doors,Interior,Interior MDF Door,WoodCraft,Solid,MDF,Low,4772,Piece,Per_Room,1.0,Bedroom,False
P001757,Doors,Balcony,Aluminum Balcony Door,Security Doors,Sliding,Aluminum,Medium,5437,Piece,Per_Balcony,1.0,Balcony,False
P001758,Doors,Interior,Interior MDF Door,DoorTech,Solid,MDF,Low,3649,Piece,Per_Room,1.0,Bedroom,False
P001759,Doors,Balcony,Aluminum Balcony Door,WoodCraft,Sliding,Aluminum,Medium,6753,Piece,Per_Balcony,1.0,Balcony,False
P001760,Doors,Interior,Interior MDF Door,WoodCraft,Solid,MDF,Low,3992,Piece,Per_Room,1.0,Bedroom,False
P001761,Doors,Balcony,Aluminum Balcony Door,DoorTech,Sliding,Aluminum,Medium,7342,Piece,Per_Balcony,1.0,Balcony,False
P001762,Doors,Interior,Interior MDF Door,WoodCraft,Solid,MDF,Low,3814,Piece,Per_Room,1.0,Bedroom,False
P001763,Doors,Balcony,Aluminum Balcony Door,WoodCraft,Sliding,Aluminum,Medium,6094,Piece,Per_Balcony,1.0,Balcony,False
P001764,Doors,Balcony,Aluminum Balcony Door,DoorTech,Sliding,Aluminum,Medium,7181,Piece,Per_Balcony,1.0,Balcony,False
P001765,Doors,Balcony,Aluminum Balcony Door,Security Doors,Sliding,Aluminum,Low,4518,Piece,Per_Balcony,1.0,Balcony,False
P001766,Doors,Interior,Interior MDF Door,AluDoor,Solid,MDF,Low,4079,Piece,Per_Room,1.0,Bedroom,False
P001767,Doors,Balcony,Aluminum Balcony Door,WoodCraft,Sliding,Aluminum,Medium,5979,Piece,Per_Balcony,1.0,Balcony,False
P001768,Doors,Entrance,Armored Security Door,WoodCraft,Armored,Steel,High,10561,Piece,Fixed,1.0,Apartment,False
P001769,Doors,Balcony,Aluminum Balcony Door,DoorTech,Sliding,Aluminum,Medium,5714,Piece,Per_Balcony,1.0,Balcony,False
P001770,Doors,Balcony,Aluminum Balcony Door,Security Doors,Sliding,Aluminum,Medium,6740,Piece,Per_Balcony,1.0,Balcony,False
P001771,Doors,Entrance,Armored Security Door,WoodCraft,Armored,Steel,High,13234,Piece,Fixed,1.0,Apartment,False
P001772,Doors,Interior,Interior MDF Door,DoorTech,Solid,MDF,Low,4368,Piece,Per_Room,1.0,Bedroom,False
P001773,Doors,Interior,Interior MDF Door,WoodCraft,Solid,MDF,Low,4021,Piece,Per_Room,1.0,Bedroom,False
P001774,Doors,Interior,Interior MDF Door,Security Doors,Solid,MDF,Low,4553,Piece,Per_Room,1.0,Bedroom,False
P001775,Doors,Interior,Interior MDF Door,WPC Brand,Solid,MDF,Low,3268,Piece,Per_Room,1.0,Bedroom,False
P001776,Doors,Entrance,Armored Security Door,AluDoor,Armored,Steel,High,10474,Piece,Fixed,1.0,Apartment,False
P001777,Doors,Balcony,Aluminum Balcony Door,AluDoor,Sliding,Aluminum,Medium,6794,Piece,Per_Balcony,1.0,Balcony,False
P001778,Doors,Balcony,Aluminum Balcony Door,DoorTech,Sliding,Aluminum,Medium,7124,Piece,Per_Balcony,1.0,Balcony,False
P001779,Doors,Interior,Interior MDF Door,WoodCraft,Solid,MDF,Low,3443,Piece,Per_Room,1.0,Bedroom,False
P001780,Doors,Balcony,Aluminum Balcony Door,WPC Brand,Sliding,Aluminum,Medium,6225,Piece,Per_Balcony,1.0,Balcony,False
P001781,Doors,Interior,Interior MDF Door,DoorTech,Solid,MDF,Low,3978,Piece,Per_Room,1.0,Bedroom,False
P001782,Doors,Entrance,Armored Security Door,Security Doors,Armored,Steel,High,13005,Piece,Fixed,1.0,Apartment,False
P001783,Doors,Entrance,Armored Security Door,WPC Brand,Armored,Steel,High,10612,Piece,Fixed,1.0,Apartment,False
P001784,Doors,Balcony,Aluminum Balcony Door,AluDoor,Sliding,Aluminum,Medium,6076,Piece,Per_Balcony,1.0,Balcony,False
P001785,Doors,Balcony,Aluminum Balcony Door,WoodCraft,Sliding,Aluminum,Low,4793,Piece,Per_Balcony,1.0,Balcony,False
P001786,Doors,Balcony,Aluminum Balcony Door,Security Doors,Sliding,Aluminum,Medium,6069,Piece,Per_Balcony,1.0,Balcony,False
P001787,Doors,Balcony,Aluminum Balcony Door,Security Doors,Sliding,Aluminum,Medium,6762,Piece,Per_Balcony,1.0,Balcony,False
P001788,Doors,Balcony,Aluminum Balcony Door,DoorTech,Sliding,Aluminum,Low,4560,Piece,Per_Balcony,1.0,Balcony,False
P001789,Doors,Balcony,Aluminum Balcony Door,Security Doors,Sliding,Aluminum,Medium,7390,Piece,Per_Balcony,1.0,Balcony,False
P001790,Doors,Entrance,Armored Security Door,DoorTech,Armored,Steel,High,14497,Piece,Fixed,1.0,Apartment,False
P001791,Doors,Interior,Interior MDF Door,WoodCraft,Solid,MDF,Low,4118,Piece,Per_Room,1.0,Bedroom,False
P001792,Doors,Balcony,Aluminum Balcony Door,Security Doors,Sliding,Aluminum,Medium,5375,Piece,Per_Balcony,1.0,Balcony,False
P001793,Doors,Entrance,Armored Security Door,WoodCraft,Armored,Steel,High,13793,Piece,Fixed,1.0,Apartment,False
P001794,Doors,Entrance,Armored Security Door,Security Doors,Armored,Steel,High,14028,Piece,Fixed,1.0,Apartment,False
P001795,Doors,Balcony,Aluminum Balcony Door,WoodCraft,Sliding,Aluminum,Low,4976,Piece,Per_Balcony,1.0,Balcony,False
P001796,Doors,Interior,Interior MDF Door,DoorTech,Solid,MDF,Low,3593,Piece,Per_Room,1.0,Bedroom,False
P001797,Doors,Balcony,Aluminum Balcony Door,WoodCraft,Sliding,Aluminum,Medium,6150,Piece,Per_Balcony,1.0,Balcony,False
P001798,Doors,Interior,Interior MDF Door,AluDoor,Solid,MDF,Low,3398,Piece,Per_Room,1.0,Bedroom,False
P001799,Doors,Balcony,Aluminum Balcony Door,AluDoor,Sliding,Aluminum,Medium,6621,Piece,Per_Balcony,1.0,Balcony,False
P001800,Doors,Interior,Interior MDF Door,DoorTech,Solid,MDF,Low,3242,Piece,Per_Room,1.0,Bedroom,False
P001801,Doors,Entrance,Armored Security Door,AluDoor,Armored,Steel,High,11896,Piece,Fixed,1.0,Apartment,False
P001802,Doors,Balcony,Aluminum Balcony Door,WoodCraft,Sliding,Aluminum,Low,4900,Piece,Per_Balcony,1.0,Balcony,False
P001803,Doors,Balcony,Aluminum Balcony Door,WoodCraft,Sliding,Aluminum,Medium,5602,Piece,Per_Balcony,1.0,Balcony,False
P001804,Doors,Balcony,Aluminum Balcony Door,Security Doors,Sliding,Aluminum,Medium,6959,Piece,Per_Balcony,1.0,Balcony,False
P001805,Doors,Balcony,Aluminum Balcony Door,DoorTech,Sliding,Aluminum,Low,4601,Piece,Per_Balcony,1.0,Balcony,False
P001806,Doors,Interior,Interior MDF Door,Security Doors,Solid,MDF,Low,4068,Piece,Per_Room,1.0,Bedroom,False
P001807,Doors,Interior,Interior MDF Door,WPC Brand,Solid,MDF,Medium,5735,Piece,Per_Room,1.0,Bedroom,False
P001808,Doors,Interior,Interior MDF Door,DoorTech,Solid,MDF,Medium,5400,Piece,Per_Room,1.0,Bedroom,False
P001809,Doors,Balcony,Aluminum Balcony Door,WPC Brand,Sliding,Aluminum,Low,5139,Piece,Per_Balcony,1.0,Balcony,False
P001810,Doors,Entrance,Armored Security Door,WPC Brand,Armored,Steel,High,13919,Piece,Fixed,1.0,Apartment,False
P001811,Doors,Interior,Interior MDF Door,WoodCraft,Solid,MDF,Low,4310,Piece,Per_Room,1.0,Bedroom,False
P001812,Doors,Balcony,Aluminum Balcony Door,AluDoor,Sliding,Aluminum,Medium,7271,Piece,Per_Balcony,1.0,Balcony,False
P001813,Doors,Balcony,Aluminum Balcony Door,AluDoor,Sliding,Aluminum,Medium,7421,Piece,Per_Balcony,1.0,Balcony,False
P001814,Doors,Interior,Interior MDF Door,WPC Brand,Solid,MDF,Low,4377,Piece,Per_Room,1.0,Bedroom,False
P001815,Doors,Balcony,Aluminum Balcony Door,WoodCraft,Sliding,Aluminum,Medium,6864,Piece,Per_Balcony,1.0,Balcony,False
P001816,Doors,Interior,Interior MDF Door,WoodCraft,Solid,MDF,Low,4073,Piece,Per_Room,1.0,Bedroom,False
P001817,Doors,Balcony,Aluminum Balcony Door,WPC Brand,Sliding,Aluminum,Low,5105,Piece,Per_Balcony,1.0,Balcony,False
P001818,Doors,Entrance,Armored Security Door,Security Doors,Armored,Steel,High,13880,Piece,Fixed,1.0,Apartment,False
P001819,Doors,Entrance,Armored Security Door,AluDoor,Armored,Steel,High,10217,Piece,Fixed,1.0,Apartment,False
P001820,Doors,Interior,Interior MDF Door,WPC Brand,Solid,MDF,Medium,5484,Piece,Per_Room,1.0,Bedroom,False
P001821,Doors,Balcony,Aluminum Balcony Door,DoorTech,Sliding,Aluminum,Low,4818,Piece,Per_Balcony,1.0,Balcony,False
P001822,Doors,Balcony,Aluminum Balcony Door,Security Doors,Sliding,Aluminum,Medium,6111,Piece,Per_Balcony,1.0,Balcony,False
P001823,Doors,Balcony,Aluminum Balcony Door,Security Doors,Sliding,Aluminum,Medium,7449,Piece,Per_Balcony,1.0,Balcony,False
P001824,Doors,Entrance,Armored Security Door,DoorTech,Armored,Steel,High,10848,Piece,Fixed,1.0,Apartment,False
P001825,Doors,Balcony,Aluminum Balcony Door,WoodCraft,Sliding,Aluminum,Medium,7487,Piece,Per_Balcony,1.0,Balcony,False
P001826,Doors,Interior,Interior MDF Door,WPC Brand,Solid,MDF,Low,4543,Piece,Per_Room,1.0,Bedroom,False
P001827,Doors,Balcony,Aluminum Balcony Door,WPC Brand,Sliding,Aluminum,Medium,6738,Piece,Per_Balcony,1.0,Balcony,False
P001828,Doors,Interior,Interior MDF Door,DoorTech,Solid,MDF,Low,4796,Piece,Per_Room,1.0,Bedroom,False
P001829,Doors,Entrance,Armored Security Door,WoodCraft,Armored,Steel,High,9874,Piece,Fixed,1.0,Apartment,False
P001830,Doors,Entrance,Armored Security Door,Security Doors,Armored,Steel,High,10023,Piece,Fixed,1.0,Apartment,False
P001831,Doors,Interior,Interior MDF Door,DoorTech,Solid,MDF,Low,4331,Piece,Per_Room,1.0,Bedroom,False
P001832,Doors,Balcony,Aluminum Balcony Door,WoodCraft,Sliding,Aluminum,Medium,7272,Piece,Per_Balcony,1.0,Balcony,False
P001833,Doors,Balcony,Aluminum Balcony Door,AluDoor,Sliding,Aluminum,Low,4912,Piece,Per_Balcony,1.0,Balcony,False
P001834,Doors,Entrance,Armored Security Door,Security Doors,Armored,Steel,High,12635,Piece,Fixed,1.0,Apartment,False
P001835,Doors,Interior,Interior MDF Door,WPC Brand,Solid,MDF,Low,4246,Piece,Per_Room,1.0,Bedroom,False
P001836,Doors,Balcony,Aluminum Balcony Door,WoodCraft,Sliding,Aluminum,Medium,6487,Piece,Per_Balcony,1.0,Balcony,False
P001837,Doors,Entrance,Armored Security Door,Security Doors,Armored,Steel,High,10462,Piece,Fixed,1.0,Apartment,False
P001838,Doors,Interior,Interior MDF Door,WPC Brand,Solid,MDF,Low,3902,Piece,Per_Room,1.0,Bedroom,False
P001839,Doors,Interior,Interior MDF Door,DoorTech,Solid,MDF,Medium,5673,Piece,Per_Room,1.0,Bedroom,False
P001840,Doors,Interior,Interior MDF Door,DoorTech,Solid,MDF,Medium,5389,Piece,Per_Room,1.0,Bedroom,False
P001841,Doors,Balcony,Aluminum Balcony Door,WPC Brand,Sliding,Aluminum,Medium,5448,Piece,Per_Balcony,1.0,Balcony,False
P001842,Doors,Interior,Interior MDF Door,WoodCraft,Solid,MDF,Medium,5340,Piece,Per_Room,1.0,Bedroom,False
P001843,Doors,Interior,Interior MDF Door,DoorTech,Solid,MDF,Medium,5556,Piece,Per_Room,1.0,Bedroom,False
P001844,Doors,Entrance,Armored Security Door,WoodCraft,Armored,Steel,Medium,9512,Piece,Fixed,1.0,Apartment,False
P001845,Doors,Interior,Interior MDF Door,WPC Brand,Solid,MDF,Low,3999,Piece,Per_Room,1.0,Bedroom,False
P001846,Doors,Entrance,Armored Security Door,AluDoor,Armored,Steel,Medium,9506,Piece,Fixed,1.0,Apartment,False
P001847,Doors,Interior,Interior MDF Door,Security Doors,Solid,MDF,Medium,5507,Piece,Per_Room,1.0,Bedroom,False
P001848,Doors,Entrance,Armored Security Door,AluDoor,Armored,Steel,High,13694,Piece,Fixed,1.0,Apartment,False
P001849,Doors,Entrance,Armored Security Door,AluDoor,Armored,Steel,High,11863,Piece,Fixed,1.0,Apartment,False
P001850,Doors,Interior,Interior MDF Door,AluDoor,Solid,MDF,Medium,5539,Piece,Per_Room,1.0,Bedroom,False
P001851,Doors,Entrance,Armored Security Door,WoodCraft,Armored,Steel,High,13615,Piece,Fixed,1.0,Apartment,False
P001852,Doors,Interior,Interior MDF Door,DoorTech,Solid,MDF,Medium,5402,Piece,Per_Room,1.0,Bedroom,False
P001853,Doors,Balcony,Aluminum Balcony Door,Security Doors,Sliding,Aluminum,Medium,7360,Piece,Per_Balcony,1.0,Balcony,False
P001854,Doors,Entrance,Armored Security Door,WPC Brand,Armored,Steel,Medium,9769,Piece,Fixed,1.0,Apartment,False
P001855,Doors,Interior,Interior MDF Door,AluDoor,Solid,MDF,Low,5188,Piece,Per_Room,1.0,Bedroom,False
P001856,Doors,Interior,Interior MDF Door,DoorTech,Solid,MDF,Low,4710,Piece,Per_Room,1.0,Bedroom,False
P001857,Doors,Interior,Interior MDF Door,WPC Brand,Solid,MDF,Low,3823,Piece,Per_Room,1.0,Bedroom,False
P001858,Doors,Balcony,Aluminum Balcony Door,WoodCraft,Sliding,Aluminum,Medium,6123,Piece,Per_Balcony,1.0,Balcony,False
